"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|Q12236|PKH2_YEAST","sp|Q12236|PKH2_YEAST",-19.3,0,19.3,1.38e-05,1,1.38e-05,5.03e-05,1,9.86e-05,TRUE,FALSE,TRUE,TRUE,TRUE,13,NA
"sp|Q12246|LCB4_YEAST","sp|Q12246|LCB4_YEAST",-26,-25.1,0.853,9.84e-31,1.65e-30,3.76e-08,2.77e-29,6.58e-29,6.29e-07,TRUE,TRUE,FALSE,TRUE,TRUE,6,NA
"sp|Q12256|TPO4_YEAST","sp|Q12256|TPO4_YEAST",-26.6,-25.5,1.08,2.12e-32,4.03e-32,5.73e-11,2.15e-30,6.53e-30,1.52e-09,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12263|GIN4_YEAST","sp|Q12263|GIN4_YEAST",-24.8,0,24.8,1.08e-29,1,1.08e-29,1.94e-28,1,4.93e-28,TRUE,FALSE,TRUE,TRUE,TRUE,12,NA
"sp|Q12265|KPR5_YEAST","sp|Q12265|KPR5_YEAST",-14.4,-13.7,0.694,0.00529,0.00731,0.878,0.0108,0.0256,0.993,TRUE,TRUE,FALSE,TRUE,TRUE,3,NA
"sp|Q12271|INP53_YEAST","sp|Q12271|INP53_YEAST",-25.7,-12.1,13.6,2.44e-05,0.0135,0.0066,7.92e-05,0.0397,0.0205,TRUE,TRUE,TRUE,TRUE,TRUE,9,NA
"sp|Q12276|HER1_YEAST","sp|Q12276|HER1_YEAST",-15.9,0,15.9,0.00123,1,0.00123,0.0028,1,0.00477,TRUE,FALSE,TRUE,TRUE,TRUE,14,NA
"sp|Q12296|MAM3_YEAST","sp|Q12296|MAM3_YEAST",-16.4,0,16.4,0.00124,1,0.00124,0.00281,1,0.00478,TRUE,FALSE,TRUE,TRUE,TRUE,14,NA
"sp|Q12306|SMT3_YEAST","sp|Q12306|SMT3_YEAST",-24.6,-11.6,13,2.47e-05,0.0135,0.00669,8e-05,0.0397,0.0208,TRUE,TRUE,TRUE,TRUE,TRUE,9,NA
"sp|Q12344|GYP5_YEAST","sp|Q12344|GYP5_YEAST",-20.6,-8.1,12.5,0.00132,0.145,0.0309,0.00294,0.279,0.0707,TRUE,FALSE,FALSE,TRUE,TRUE,11,NA
"sp|Q12389|DBP10_YEAST","sp|Q12389|DBP10_YEAST",-27,-25.9,1.02,1.31e-31,2.39e-31,8.69e-10,5.89e-30,1.52e-29,1.85e-08,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
"sp|Q12416|WHI5_YEAST","sp|Q12416|WHI5_YEAST",-19.4,-3.79,15.6,0.000421,0.398,0.00254,0.00112,0.58,0.00853,TRUE,FALSE,TRUE,TRUE,TRUE,12,NA
"sp|Q12434|GDIR_YEAST","sp|Q12434|GDIR_YEAST",-13,0,13,0.0135,1,0.0135,0.0237,1,0.0345,TRUE,FALSE,TRUE,TRUE,TRUE,15,NA
"sp|Q12436|ZRT2_YEAST","sp|Q12436|ZRT2_YEAST",-24.5,-3.92,20.6,9.64e-07,0.231,7.95e-06,6.08e-06,0.372,8.12e-05,TRUE,FALSE,TRUE,TRUE,TRUE,11,NA
