"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|P51397|DAP1_HUMAN","sp|P51397|DAP1_HUMAN",0.548,1.08,0.529,0.542,0.238,0.555,0.609,0.391,0.672,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA
"sp|P51532|SMCA4_HUMAN","sp|P51532|SMCA4_HUMAN",0.248,-0.0773,-0.325,0.0364,0.486,0.00854,0.0598,0.641,0.0331,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P51608|MECP2_HUMAN","sp|P51608|MECP2_HUMAN",0.554,2.5,1.94,0.611,0.0325,0.0872,0.674,0.085,0.174,FALSE,FALSE,FALSE,FALSE,TRUE,2,NA
"sp|P51610|HCFC1_HUMAN","sp|P51610|HCFC1_HUMAN",0.479,0.255,-0.224,0.000149,0.0183,0.0349,0.000471,0.0555,0.0902,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P51858|HDGF_HUMAN","sp|P51858|HDGF_HUMAN",0.572,0.435,-0.138,7.1e-07,2e-05,0.0777,5.63e-06,0.000256,0.159,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P51957|NEK4_HUMAN","sp|P51957|NEK4_HUMAN",0.337,0.309,-0.0275,0.779,0.796,0.982,0.818,0.861,0.987,FALSE,FALSE,FALSE,FALSE,TRUE,12,NA
"sp|P51991|ROA3_HUMAN","sp|P51991|ROA3_HUMAN",0.513,0.141,-0.372,0.376,0.805,0.518,0.449,0.867,0.641,FALSE,FALSE,FALSE,FALSE,TRUE,12,NA
"sp|P52292|IMA1_HUMAN","sp|P52292|IMA1_HUMAN",0.742,0.352,-0.39,6.16e-06,0.00651,0.00319,3.18e-05,0.025,0.0159,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P52565|GDIR1_HUMAN","sp|P52565|GDIR1_HUMAN",0.74,0.458,-0.282,0.000152,0.0077,0.079,0.000478,0.0286,0.161,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P52594|AGFG1_HUMAN","sp|P52594|AGFG1_HUMAN",0.49,0.257,-0.233,0.00149,0.062,0.0879,0.00365,0.141,0.175,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
