"","BaP_BP1","BaP_BP2","BaP_BP3","BaP_BP4","BaP_BP5","BaP_BP6","DMSO_BP1","DMSO_BP2","DMSO_BP3","DMSO_BP4","DMSO_BP5","DMSO_BP6"
"sp|P07737|PROF1_HUMAN",1045673572.52556,1368177442.86754,1322353870.81443,1178591816.7243,1590401219.50431,1279121436.38489,630761592.321403,1162435404.06109,1386457743.18397,1361706719.95904,1436443830.01102,1316336921.35576
"sp|P07741|APT_HUMAN",817066077.583321,849876982.6596,680891802.053689,899381526.54726,763840823.55223,857154666.137554,908305482.721285,624987722.520196,741555202.068715,662834189.355163,772031959.485367,896167596.435128
"sp|P07814|SYEP_HUMAN",255128512.890548,259427760.974342,218649497.356191,285180067.840224,264974319.553884,242512316.995208,242512316.995208,224618708.75062,229046719.566751,227004427.654401,259546301.440152,238750194.450167
"sp|P07858|CATB_HUMAN",1462492651.31119,1568363567.93521,1679537403.96403,1326868716.98785,1577898962.97249,1547091519.25386,1466852757.91663,1530962084.37007,1526737763.71398,1563093140.22295,1480355509.30045,1798873263.1055
"sp|P07900|HS90A_HUMAN",3127571262.78349,2771871630.36323,2357916711.2575,2872963560.91108,2526650251.43341,2794064881.27391,3374898257.21815,2662501099.98719,2613079090.51188,2692482500.2119,2686198283.23216,2610797158.30563
"sp|P07902|GALT_HUMAN",33887533.8031262,29569780.3205109,36675409.3938806,42389664.5289744,24522104.7923363,23869540.6377754,35863700.5324602,44719201.4534057,26765164.8168349,40902774.6523126,20443269.9618443,7931270.80378877
"sp|P07910|HNRPC_HUMAN",2338718923.59672,2632832885.83182,2028962568.35526,2135385945.62062,2474477386.897,2318908945.92038,1635838668.03757,1997173266.10961,2362433589.47737,1839539712.24613,2551053222.8958,2262919050.78701
"sp|P07919|QCR6_HUMAN",10392749.3922266,62013766.7964751,43738610.0132144,61866309.6422956,61119385.2065786,49617121.3928891,NA,48750812.0900702,73249983.4588932,84963840.6648721,67981196.530393,77099168.4192523
"sp|P07942|LAMB1_HUMAN",47313670.5471118,79764166.5556858,61428274.02602,40244881.286966,68794698.6491894,74672318.5998784,32627674.4801816,50451954.3991482,63317267.6745071,57288377.1479266,71872812.7186773,23602668.5108945
"sp|P07947|YES_HUMAN",3672219.0197817,6753500.22055723,5145948.43052454,1311462.04643128,3961739.74153831,1409416.78386249,1522488.60883588,NA,8070436.16440587,7615159.45955658,1179836.99770335,5910271.15820498
"sp|P07954|FUMH_HUMAN",233686158.418099,253308929.220868,226276564.24102,227600658.236276,224194633.553354,221073993.402534,224633328.245913,181320258.91165,211238169.224273,211339528.331531,226940837.164629,249302429.466457
"sp|P07992|ERCC1_HUMAN",2929097.19642813,3222636.49196059,NA,NA,5391626.99923367,1121701.32116847,2517385.4903514,NA,1503646.46031536,1013663.91681938,1083381.77658432,5563810.61964331
"sp|P07996|TSP1_HUMAN",17289064.2894737,7860043.98886957,9309863.05672423,8666819.63319186,11471046.4901867,6753260.11304887,13478961.5561805,18448354.5678713,15011529.5620239,34320400.3743696,8966062.40538676,6681967.76305669
"sp|P08133|ANXA6_HUMAN",300744285.583946,236242459.906653,280867249.071548,241666151.551688,221924173.320991,226533545.030104,333249380.08441,313256272.029426,292295289.952523,293257437.844382,309301662.921721,296922657.310646
"sp|P08183|MDR1_HUMAN",39526288.8311845,57096346.8713376,64432509.3233451,53184534.5623197,53692489.9142726,54479450.4341389,48617105.5486246,60697903.567517,65640001.8682438,72599264.9009495,40006068.4564746,56791344.957011
"sp|P08195|4F2_HUMAN",557846050.122828,543083029.086478,543297104.672159,187682207.000154,225791839.967222,486572384.657998,109716398.449161,127664694.209432,226042499.670036,173032258.948636,159917470.420344,160841107.29552
"sp|P08236|BGLR_HUMAN",25910062.0929431,30527811.0605588,24482843.1820699,28526859.9629206,29351546.4285361,27279657.859923,19195703.5258473,21768707.9380523,14081979.992635,18460781.0178851,40608742.8547402,32177870.7070119
"sp|P08238|HS90B_HUMAN",4775196873.80653,4460569874.04014,3445653245.63021,4547079966.44936,4135972705.30832,4140918441.56874,5222688338.02209,4042534384.10638,4240981023.04611,4256046234.53343,4447513554.43209,3629976105.78824
"sp|P08243|ASNS_HUMAN",44297576.9416427,48436198.0814688,37606157.0822728,51511568.0226555,44805029.6726226,45450630.2017532,53479958.7515455,29641850.2089602,31345335.0338626,27869423.7848654,38719575.3507526,38155533.6114758
"sp|P08319|ADH4_HUMAN",161437898.783277,151014121.032547,148408564.542568,153455505.841105,149324887.057216,136637765.335413,163109451.89674,146885305.239033,126030101.401616,137354132.30968,138019940.838313,218202043.594923
"sp|P08397|HEM3_HUMAN",47556655.1446313,48967018.9506393,47107353.1481011,57020520.3882132,34337433.2153861,62799898.6806988,44444356.9036627,46386754.2236915,45218954.0275806,28402524.3075856,35598253.2841854,42692466.5509523
"sp|P08559|ODPA_HUMAN",270556273.011146,272219344.608895,234255900.123554,252957033.661358,266061473.64019,267567375.227332,261519905.599073,250702899.026005,243296143.52984,255742240.867236,269792470.767922,254062612.145192
"sp|P08574|CY1_HUMAN",67450348.8987052,91112318.3914177,34668515.1759761,59968743.082834,94231441.3180943,87272803.483484,42587166.2284977,43175919.0765241,82128515.2355679,56297778.1192766,82628098.2766604,97736991.5255949
"sp|P08579|RU2B_HUMAN",90073030.7905931,104518001.368939,83987566.186902,106740372.280243,97238194.7234602,106293470.23854,86459719.7009435,95213850.2677067,81234626.8835727,99418227.8582111,104931929.776218,113599119.347924
"sp|P08621|RU17_HUMAN",378108828.111601,360654442.92257,352702525.682784,385396687.577949,360589339.167714,354873905.204717,306659672.747809,411116247.443194,363705656.74064,328156579.834033,352113149.820612,347886343.664462
"sp|P08697|A2AP_HUMAN",23814530.9283584,19771009.7155783,11828950.5280458,20979013.99834,11690377.034497,9528816.46108537,24933864.4470197,21290886.8175405,16012745.535074,15305984.985696,24734708.0198184,22721212.8682801
"sp|P08708|RS17_HUMAN",605158225.589635,625321729.216887,561151766.548617,447138385.348457,689703733.273863,583501470.655205,440629540.398326,663302057.183889,604595489.600166,618269812.026517,796921137.106586,532522490.311364
"sp|P08727|K1C19_HUMAN",2242190668.41114,2566681325.64945,2880262280.46707,2094119235.61244,2908296118.70383,2529859953.23986,1542579157.76568,3182726957.79708,3109178941.41278,3118990171.21988,3461015190.91326,2681457741.12881
"sp|P08754|GNAI3_HUMAN",37211749.9465134,33720670.1607138,35451471.8315134,30831674.5734136,34198456.1095992,35839469.7139899,16507143.8652612,34408425.1423956,24540654.6382957,52239496.9992026,18093283.925202,13541601.0661618
"sp|P08758|ANXA5_HUMAN",2174435890.2197,2019238209.09695,2121896151.61699,2062834154.04567,1866642322.70548,2228653442.68819,2505994267.22736,2179349728.36523,2007126702.04386,1969603889.24665,2035027388.44167,2006115720.7155
"sp|P08779|K1C16_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,35755472.6637,NA,NA,NA
"sp|P08833|IBP1_HUMAN",34280801.3876261,23381199.595261,29239031.2186161,21939359.7540936,22456861.5190583,28103552.1700026,14891122.1169549,15980220.8589468,NA,7704523.00885508,18525828.038125,19410943.7057757
"sp|P08865|RSSA_HUMAN",1930273828.81665,1951544848.50567,1794482055.51644,2021446898.30601,1693155411.9178,2052048546.81342,2162819854.52986,1611602951.28516,1737333828.05078,1611232076.38182,1898138790.03843,1735854696.81968
"sp|P09001|RM03_HUMAN",34662090.5379513,198193089.323673,184354923.123185,53496967.0677806,55383769.588558,60586874.9630041,33457187.9153986,51313901.5884081,49461950.7341131,54207276.8366473,60029995.8180432,46537793.2896584
"sp|P09012|SNRPA_HUMAN",390451090.263318,370429906.216742,420089323.358172,373066348.090602,335895270.494816,361602406.555961,375353811.340086,395809447.801751,348242503.53081,402720434.651652,360119602.209135,341582859.121085
"sp|P09104|ENOG_HUMAN",89469711.8300306,56388541.0699953,83105917.3623496,102009227.356484,75403726.8322475,78940508.950367,82390100.434778,89361862.7631545,76419036.8220198,86912062.4077593,82365847.5033795,112067622.250907
"sp|P09110|THIK_HUMAN",322588500.090139,252049234.882521,310763074.603856,240904932.513036,323483894.630874,258457874.324952,210574172.513133,350160049.899655,347542161.616387,361647783.472864,280793239.606326,456716639.081928
"sp|P09132|SRP19_HUMAN",77754224.7451362,76691244.7468656,70866661.4936898,75044706.980855,76620631.2820374,83170180.5259197,20866574.7906243,65356474.0536671,64059225.6005353,70911017.9191097,73249029.1530535,55178633.3737349
"sp|P09234|RU1C_HUMAN",12161268.4766739,10213292.5829957,10252175.1854241,7717550.70165029,9111055.87790094,46346432.3855689,NA,15769866.428316,12478652.371065,10995743.9372456,9451220.41963509,15377909.4724063
"sp|P09327|VILI_HUMAN",1168990273.36552,1125588794.55467,1088167924.25174,1082018452.25161,1093550760.56128,1127022638.89159,1125202586.31419,1030818734.06217,1068256920.62252,1110561334.63464,1114154216.7661,1118224482.78965
"sp|P09382|LEG1_HUMAN",45169191.1924044,37879989.4595145,48283899.3617106,60282067.1380124,39206085.7513651,54684621.836205,24802721.0079259,101798763.345751,61677647.4866965,101307576.767669,63209207.3213016,32947568.3888389
"sp|P09417|DHPR_HUMAN",273366203.840777,151671400.056218,275485154.962832,208437334.962388,121679032.728404,262966086.672419,415602520.027467,314275708.926136,237767812.327423,188022182.163871,262785183.055404,227824624.486279
"sp|P09429|HMGB1_HUMAN",611748772.20132,527858239.74732,678790918.368903,434007684.139818,471957705.295456,563894813.010787,600477434.454559,770711807.262622,751190826.305479,579936142.220403,487666586.650277,505123468.514565
"sp|P09455|RET1_HUMAN",39054490.489471,35866593.1057385,31327802.9400993,40939535.6105581,33756470.4880191,39109073.9232014,42347160.3919122,40178512.6940547,80587587.4315686,31992606.6894622,40969629.6088338,27563711.1976928
"sp|P09493|TPM1_HUMAN",104310459.78017,12090208.5499882,133054467.962582,79912246.322886,121191100.872867,132186525.045066,42728361.6999847,131173579.590172,20427391.2594005,215966814.044862,87903758.1129389,79135763.7676794
"sp|P09496|CLCA_HUMAN",12353716.344367,49724825.2469382,124026727.628299,107993690.347765,77895380.2403183,78743143.0608917,NA,146670104.20291,94473544.3564038,144992739.695731,122092237.352912,67364993.4268164
"sp|P09497|CLCB_HUMAN",NA,11768900.8355883,17311985.8279566,NA,10585393.3942148,12168187.1228904,NA,16482266.4127548,21276806.1097185,19416630.342791,20858054.278056,18497214.5773253
"sp|P09525|ANXA4_HUMAN",1092091691.81789,1013087017.77946,1010417688.59703,1209548629.72741,1076297928.08974,998811737.073318,1227556660.45838,1177552692.03677,1045127020.55609,1078930919.49275,986994479.379941,1268572447.87177
"sp|P09543|CN37_HUMAN",309691358.288831,299512994.512422,296266129.583912,264874863.925251,286866916.500341,279744762.466189,250403959.273584,275162410.956847,303027169.906065,291115529.519541,291269797.253138,336672696.620171
"sp|P09601|HMOX1_HUMAN",20424321.5291005,23090573.4803579,22809615.3664915,8420553.34856801,30665225.2032135,23448960.7750886,3200178.05826643,22017779.1660364,26331540.5979022,20294399.8464609,6626862.10259005,18408800.8906179
"sp|P09622|DLDH_HUMAN",114559018.916465,173262741.446086,131907791.941716,101850795.813131,120673759.996206,132482398.022481,114790945.544429,128593411.585737,138153834.983956,115480795.202154,100388027.656041,202818040.717822
