ProteinName,Ibaq,IbaqLog,IbaqPpb,Condition
sp|P31327|CPSM_HUMAN,282243117631.92554,92.97119617379663,765806.793507185,prostate
sp|CONTAMINANT_P00167|CONTAMINANT_CYB5_HUMAN;sp|P00167|CYB5_HUMAN,278657377928.7778,92.95275012355229,756077.6498970295,prostate
sp|P01834|IGKC_HUMAN,272331876753.6,92.9196236331705,738914.7450477213,prostate
sp|P04406|G3P_HUMAN,262048231296.37997,92.86409014331024,711012.255806412,prostate
sp|P30084|ECHM_HUMAN,247025844641.4737,92.77891976094152,670252.1981244329,prostate
sp|P24752|THIL_HUMAN,240271231864.44614,92.73892169398465,651924.9900225726,prostate
sp|P07288|KLK3_HUMAN,223609432348.27856,92.63523881740477,606716.7335074365,prostate
sp|P42765|THIM_HUMAN,218568714756.54166,92.60234468474516,593039.816216091,prostate
sp|P30086|PEBP1_HUMAN,205816157763.75,92.51561401843941,558438.459550228,prostate
sp|P51911|CNN1_HUMAN,200852249989.3889,92.48039239467063,544969.9493954249,prostate
sp|P00352|AL1A1_HUMAN,200365922588.85715,92.47689493358553,543650.4032172197,prostate
sp|Q5TEC6|H37_HUMAN,194634391088.375,92.43502442268553,528099.1090099552,prostate
sp|CONTAMINANT_P62979|CONTAMINANT_RS27A_HUMAN;sp|P62979|RS27A_HUMAN,187027250474.63635,92.3775062625784,507458.74757247046,prostate
sp|P12277|KCRB_HUMAN,186287086166.52173,92.37178543875149,505450.46882249956,prostate
sp|CONTAMINANT_P10599|CONTAMINANT_THIO_HUMAN;sp|P10599|THIO_HUMAN,181121749685.0,92.33121757199505,491435.4246241201,prostate
sp|P54868|HMCS2_HUMAN,172438902752.41177,92.26034305945372,467876.36240942846,prostate
sp|P23141|EST1_HUMAN,156988225925.3143,92.12491413325625,425954.23024992703,prostate
sp|Q7Z4W1|DCXR_HUMAN,155085607176.9375,92.10732257413412,420791.87810761115,prostate
sp|P09493|TPM1_HUMAN,154849497000.64346,92.10512446851945,420151.2432586936,prostate
sp|P15309|PPAP_HUMAN,151106257845.9,92.06982118067853,409994.75831593946,prostate
sp|P02042|HBD_HUMAN,139187774236.0,91.95129026732084,377656.48274222517,prostate
sp|P08319|ADH4_HUMAN,137693392185.13043,91.93571709897446,373601.79423023266,prostate
sp|P56470|LEG4_HUMAN,134434893870.52942,91.90116542392747,364760.5506708152,prostate
sp|P0DOX5|IGG1_HUMAN,128066189538.17392,91.83114741515196,347480.4232243885,prostate
sp|P21291|CSRP1_HUMAN,125514283546.86667,91.8021093242819,340556.3679597944,prostate
sp|P21333|FLNA_HUMAN,121277059422.69235,91.75256445016855,329059.55965094874,prostate
sp|P08670|VIME_HUMAN,119385067472.85715,91.72988016931146,323926.04107093427,prostate
sp|P00367|DHE3_HUMAN,117691962713.62163,91.70927357266436,319332.1606687457,prostate
sp|P50440|GATM_HUMAN,115884862092.67741,91.6869498928668,314428.9766914667,prostate
sp|P07737|PROF1_HUMAN,109875443316.77777,91.61012675807437,298123.694344015,prostate
sp|CONTAMINANT_P00441|CONTAMINANT_SODC_HUMAN;sp|P00441|SODC_HUMAN,97267327237.41667,91.43428495215187,263914.24743911816,prostate
sp|P07355|ANXA2_HUMAN,95381144733.12,91.40603377452179,258796.49155651586,prostate
sp|Q02539|H11_HUMAN,92182184272.94,91.35681762992465,250116.79132814225,prostate
sp|P25705|ATPA_HUMAN,90149290222.40541,91.32464580978281,244600.96480439347,prostate
sp|P06703|S10A6_HUMAN,88818537866.6,91.30319049874639,240990.25073950534,prostate
sp|P04075|ALDOA_HUMAN,88751096331.125,91.30209461797942,240807.2624474802,prostate
sp|P23528|COF1_HUMAN,80406128927.75,91.15963515143143,218164.96462027635,prostate
sp|P32119|PRDX2_HUMAN,79816552760.0,91.14901764779746,216565.27482680656,prostate
sp|P61604|CH10_HUMAN,74378638153.7,91.04721800989515,201810.6477416307,prostate
sp|P06733|ENOA_HUMAN,74304705184.75862,91.04578324613418,201610.04632270325,prostate
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN,73631151827.8,91.03264594700738,199782.5022504997,prostate
sp|P02647|APOA1_HUMAN,72654227526.95238,91.01337642324016,197131.82551262787,prostate
sp|P09467|F16P1_HUMAN,70790782314.05,90.97589119577994,192075.76244422706,prostate
sp|P05783|K1C18_HUMAN,70777966712.90323,90.97562999400486,192040.99003063052,prostate
sp|P04792|HSPB1_HUMAN,67203902556.57143,90.9008746902291,182343.52553862188,prostate
sp|P06576|ATPB_HUMAN,67185013113.50968,90.90046912544165,182292.27304416383,prostate
sp|P68032|ACTC_HUMAN,66638151841.78261,90.88867806614819,180808.48105480263,prostate
sp|Q16762|THTR_HUMAN,66344931651.36364,90.88231593362651,180012.89030417483,prostate
sp|P68363|TBA1B_HUMAN,65120781585.32,90.85544769199458,176691.41892618703,prostate
sp|P30043|BLVRB_HUMAN,64727547652.916664,90.84670952213344,175624.4621146316,prostate
sp|P07099|HYEP_HUMAN,64623465595.06896,90.84438779774429,175342.05754211012,prostate
sp|P02794|FRIH_HUMAN,64456656853.75,90.84065903961675,174889.45742774688,prostate
sp|P05976|MYL1_HUMAN,64275096555.833336,90.83658954925144,174396.83209557814,prostate
sp|P00326|ADH1G_HUMAN,63447553711.13043,90.81789421740962,172151.47023269578,prostate
sp|P10809|CH60_HUMAN,62965222852.77999,90.80688489172019,170842.76782343237,prostate
sp|P51884|LUM_HUMAN,61490809290.5625,90.77270047142227,166842.25956707954,prostate
sp|P05387|RLA2_HUMAN,61267614413.0,90.76745435489335,166236.66763999392,prostate
sp|P62328|TYB4_HUMAN,60992417702.0,90.76095958151751,165489.97977528052,prostate
sp|P16402|H13_HUMAN,60724643989.083336,90.7546118037191,164763.4326403327,prostate
sp|P68371|TBB4B_HUMAN,59398161915.125,90.72274796424048,161164.30507886794,prostate
sp|P30101|PDIA3_HUMAN,57746458346.617645,90.6820621441132,156682.75802030502,prostate
sp|Q06520|ST2A1_HUMAN,57347596425.55,90.67206269765487,155600.53085605128,prostate
sp|P12814|ACTN1_HUMAN,55999048078.9678,90.63773198011488,151941.5311473947,prostate
sp|P56385|ATP5I_HUMAN,55841345221.0,90.63366337350143,151513.6379147784,prostate
sp|Q93088|BHMT1_HUMAN,52995959470.4,90.55821204653041,143793.28761451106,prostate
sp|CONTAMINANT_Q06830|CONTAMINANT_PRDX1_HUMAN;sp|Q06830|PRDX1_HUMAN,51560803087.933334,90.51860441157953,139899.29538306384,prostate
sp|Q16822|PCKGM_HUMAN,51153986109.76905,90.50717634147449,138795.48385984165,prostate
sp|CONTAMINANT_P00915|CONTAMINANT_CAH1_HUMAN;sp|P00915|CAH1_HUMAN,50311435506.47059,90.48321603071045,136509.40162941156,prostate
sp|P00966|ASSY_HUMAN,48502099600.19231,90.43037687819746,131600.15267981854,prostate
sp|P68104|EF1A1_HUMAN,47568931409.94231,90.40234929384934,129068.19886080567,prostate
sp|Q05682|CALD1_HUMAN,46463827005.388374,90.36843766393325,126069.73261779253,prostate
sp|O95994|AGR2_HUMAN,44935447109.2,90.32018363399052,121922.79816858038,prostate
sp|P04179|SODM_HUMAN,44727961724.75,90.31350669245111,121359.8306167109,prostate
sp|P52758|RIDA_HUMAN,42471552837.4,90.23882653414479,115237.54402435517,prostate
sp|P07237|PDIA1_HUMAN,41757886976.8075,90.21437838775958,113301.16318743209,prostate
sp|O75874|IDHC_HUMAN,41037923157.87742,90.18928739799516,111347.69417730354,prostate
sp|P01009|A1AT_HUMAN,40837751856.07692,90.18223312406676,110804.5718362872,prostate
sp|P07108|ACBP_HUMAN,40302993591.308334,90.16321667893662,109353.61878744102,prostate
sp|Q3LXA3|TKFC_HUMAN,39663620061.666664,90.14014603394324,107618.81442198329,prostate
sp|Q00796|DHSO_HUMAN,38577376271.64167,90.10008470293907,104671.52245332331,prostate
sp|P05141|ADT2_HUMAN,37903604002.61905,90.0746647081673,102843.38440969822,prostate
sp|P12109|CO6A1_HUMAN,36714184320.60313,90.02866722489318,99616.1465572351,prostate
sp|Q16851|UGPA_HUMAN,35444515614.125,89.9778920911858,96171.1700097735,prostate
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN,35317436038.90909,89.972710287525,95826.36655510339,prostate
sp|Q16698|DECR_HUMAN,35267981629.77273,89.97068869029312,95692.18251262516,prostate
sp|P12111|CO6A3_HUMAN,35212126868.96651,89.96840204786275,95540.63247436736,prostate
sp|P27797|CALR_HUMAN,33984577854.551723,89.9172098791686,92209.93877140226,prostate
sp|CONTAMINANT_P08758|CONTAMINANT_ANXA5_HUMAN;sp|P08758|ANXA5_HUMAN,33134393114.117645,89.88065917234778,89903.14293020258,prostate
sp|P60174|TPIS_HUMAN,32413974983.688232,89.84894562871054,87948.44124224834,prostate
sp|P42330|AK1C3_HUMAN,32380230238.5,89.84744292084419,87856.88203851244,prostate
sp|P21549|AGT1_HUMAN,31863668149.708332,89.82424203660275,86455.30045103577,prostate
sp|CONTAMINANT_P00918|CONTAMINANT_CAH2_HUMAN;sp|P00918|CAH2_HUMAN,31621148023.833332,89.81321942344866,85797.27356444398,prostate
sp|Q13228|SBP1_HUMAN,31278173077.83871,89.79748592588031,84866.68384502355,prostate
sp|CONTAMINANT_P04040|CONTAMINANT_CATA_HUMAN;sp|P04040|CATA_HUMAN,30844241029.34375,89.777330823878,83689.30133364096,prostate
sp|P11021|BIP_HUMAN,30638468196.31579,89.76767384688581,83130.9804265656,prostate
sp|P12110|CO6A2_HUMAN,30258776783.460316,89.7496833444591,82100.76836739945,prostate
sp|P23284|PPIB_HUMAN,29546482720.875,89.71531607592699,80168.10961320432,prostate
sp|P32754|HPPD_HUMAN,29136427654.0,89.6951536798758,79055.51222355092,prostate
sp|P05089|ARGI1_HUMAN,28625141307.736843,89.66961249201182,77668.2452436474,prostate
sp|P14618|KPYM_HUMAN,28418787115.486843,89.6591746600931,77108.34694171672,prostate
sp|P01859|IGHG2_HUMAN,28076955183.92857,89.64171616744777,76180.85854936416,prostate
sp|P09211|GSTP1_HUMAN,27986047708.0,89.63703743556098,75934.20040857124,prostate
sp|P06753|TPM3_HUMAN,27815408991.125,89.62821399572488,75471.20846845018,prostate
sp|CONTAMINANT_P02787|trFE_HUMAN,27794946242.155556,89.62715226872567,75415.68714234624,prostate
sp|P60903|S10AA_HUMAN,27779623243.2,89.62635671006026,75374.1114369915,prostate
sp|P40939|ECHA_HUMAN,27433085207.59348,89.60824655808514,74433.85403017602,prostate
sp|P02452|CO1A1_HUMAN,27140130942.827957,89.59275735827009,73638.98481236605,prostate
sp|P07305|H10_HUMAN,26964114065.285713,89.58337031027789,73161.40037479064,prostate
sp|P04080|CYTB_HUMAN,26844386765.714287,89.57695012522383,72836.5457595591,prostate
sp|P14625|ENPL_HUMAN,26678609652.137257,89.56801315978996,72386.7447481103,prostate
sp|P09210|GSTA2_HUMAN,26550416208.0,89.56106415402824,72038.91904654114,prostate
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN,26322056579.86842,89.54860189023493,71419.31366500621,prostate
sp|Q13011|ECH1_HUMAN,26065948142.636364,89.53449601551019,70724.41777967024,prostate
sp|Q7Z5P4|DHB13_HUMAN,26014868547.42857,89.53166609436036,70585.82413973342,prostate
sp|P07900|HS90A_HUMAN,25830074422.885002,89.5213814771604,70084.42450539325,prostate
sp|P09382|LEG1_HUMAN,25734368824.4,89.51602607556295,69824.74767744642,prostate
sp|Q6NZI2|CAVN1_HUMAN,25460288689.85,89.50057845473819,69081.0894059364,prostate
sp|P02545|LMNA_HUMAN,25424576082.197777,89.49855339637763,68984.19082508386,prostate
sp|P78417|GSTO1_HUMAN,25421917924.25,89.4984025536748,68976.9784776874,prostate
sp|P06702|S10A9_HUMAN,24834689624.333332,89.46468639350081,67383.65912524771,prostate
sp|P00558|PGK1_HUMAN,24622633156.90625,89.4523147295479,66808.28890993365,prostate
sp|P30048|PRDX3_HUMAN,23974587481.9375,89.41383566869985,65049.95451879637,prostate
sp|O00264|PGRC1_HUMAN,23893035880.6,89.408919853107,64828.681557919095,prostate
sp|P07437|TBB5_HUMAN,23614721256.0,89.39201618320583,64073.53389643022,prostate
sp|P30049|ATPD_HUMAN,23538564389.625,89.38735601043193,63866.89840383957,prostate
sp|Q99497|PARK7_HUMAN,23389820583.23077,89.37821047215715,63463.31365610669,prostate
sp|P00738|HPT_HUMAN,23314799816.03846,89.3735757194945,63259.76072751088,prostate
sp|P11142|HSP7C_HUMAN,23262030671.764103,89.37030672010009,63116.58285478923,prostate
sp|P17931|LEG3_HUMAN,23254291887.18182,89.3698266861839,63095.58530538458,prostate
sp|P30038|AL4A1_HUMAN,22583616159.736843,89.32760619041528,61275.849070088545,prostate
sp|P22392|NDKB_HUMAN,22430930779.857143,89.31781916377064,60861.56969930302,prostate
sp|O95154|ARK73_HUMAN,22307867490.666668,89.30988228340362,60527.663584304995,prostate
sp|P62258|1433E_HUMAN,21591025463.0,89.26276144253895,58582.664892168585,prostate
sp|P52895|AK1C2_HUMAN,21567852829.363636,89.2612122342107,58519.7908691948,prostate
sp|P16152|CBR1_HUMAN,21470775403.444443,89.25470397108884,58256.39187867607,prostate
sp|P08133|ANXA6_HUMAN,21305598221.22549,89.24356223718924,57808.21865363181,prostate
sp|P09488|GSTM1_HUMAN,21298411725.47059,89.24307552610742,57788.71962273678,prostate
sp|P63104|1433Z_HUMAN,20997300716.263157,89.22253355275146,56971.718810155144,prostate
sp|P02656|APOC3_HUMAN,20906139250.0,89.21625634005053,56724.37152049885,prostate
sp|P80404|GABT_HUMAN,20696656434.666668,89.2017273946713,56155.98436388273,prostate
sp|P51888|PRELP_HUMAN,20302939731.846153,89.17401831220181,55087.71765726847,prostate
sp|P60981|DEST_HUMAN,20229271271.076923,89.16877402685826,54887.833925124236,prostate
sp|Q9UBQ7|GRHPR_HUMAN,20224084099.36842,89.16840404484452,54873.75963567197,prostate
sp|CONTAMINANT_P61769|CONTAMINANT_B2MG_HUMAN;sp|P61769|B2MG_HUMAN,19862555484.125,89.14238092654266,53892.828472766836,prostate
sp|P35914|HMGCL_HUMAN,19649445876.333332,89.12681830530944,53314.60078460283,prostate
sp|P04083|ANXA1_HUMAN,19639820130.590908,89.1261113938633,53288.4833665982,prostate
sp|P07585|PGS2_HUMAN,18799998695.04762,89.0630622386964,51009.80615360507,prostate
sp|P40926|MDHM_HUMAN,18788489463.708332,89.06217876014699,50978.578297203756,prostate
sp|P23396|RS3_HUMAN,18609433428.842106,89.04836380961018,50492.74775129178,prostate
sp|Q16836|HCDH_HUMAN,17810276643.4,88.98503960263619,48324.40543526394,prostate
sp|P52565|GDIR1_HUMAN,17543107276.5,88.9632339808953,47599.498064959684,prostate
sp|Q14914|PTGR1_HUMAN,17250723167.795002,88.93898651933085,46806.175844604135,prostate
sp|Q96I99|SUCB2_HUMAN,17012462010.129032,88.91892161704072,46159.70476428027,prostate
sp|P45954|ACDSB_HUMAN,16181818676.54074,88.84670343848325,43905.93038288711,prostate
sp|Q9NR12|PDLI7_HUMAN,16132141416.387096,88.84226763469297,43771.141681473695,prostate
sp|P14406|CX7A2_HUMAN,16044452157.2,88.83440420612501,43533.21548874128,prostate
sp|P06744|G6PI_HUMAN,16010072977.552631,88.83130956093552,43439.93488175942,prostate
sp|Q99988|GDF15_HUMAN,15923094892.560001,88.82345044951201,43203.93830925675,prostate
sp|P63313|TYB10_HUMAN,15761992050.5,88.8087795556222,42766.81994145387,prostate
sp|O95399|UTS2_HUMAN,15465618632.857143,88.78139422007409,41962.67357802747,prostate
sp|P01876|IGHA1_HUMAN,15335046876.333334,88.76916225359147,41608.39483059491,prostate
sp|P22307|SCP2_HUMAN,15000764802.352942,88.73736573421779,40701.39137432038,prostate
sp|O75891|AL1L1_HUMAN,14962707159.640625,88.73370089844681,40598.13003856668,prostate
sp|P61981|1433G_HUMAN,14837241413.333334,88.72155256341806,40257.70536610443,prostate
sp|P38646|GRP75_HUMAN,14462890224.511627,88.6846855622739,39241.98287138973,prostate
sp|P00338|LDHA_HUMAN,14428546512.2,88.68125565138183,39148.79849749545,prostate
sp|P62280|RS11_HUMAN,14418505803.4,88.68025134208747,39121.55516531013,prostate
sp|P18206|VINC_HUMAN,14330320560.50465,88.6714005591009,38882.28322605806,prostate
sp|P30044|PRDX5_HUMAN,14191298852.538462,88.65733631442035,38505.077328891355,prostate
sp|P21810|PGS1_HUMAN,14121704004.295002,88.6502438597517,38316.2464797103,prostate
sp|P02679|FIBG_HUMAN,13773254331.933332,88.61419915534927,37370.80225230521,prostate
sp|P02766|TTHY_HUMAN,13692882011.222221,88.6057558069271,37152.72901910498,prostate
sp|O60844|ZG16_HUMAN,13667306308.7,88.60305860692893,37083.334778761535,prostate
sp|P0DOY2|IGLC2_HUMAN,13631512142.428572,88.59927528598712,36986.21490590662,prostate
sp|P27338|AOFB_HUMAN,13435395082.757576,88.57836842296386,36454.09289039458,prostate
sp|P61353|RL27_HUMAN,13417917606.666666,88.57649046682968,36406.67146862148,prostate
sp|P18669|PGAM1_HUMAN,13320232331.666666,88.56594892306877,36141.62320863813,prostate
sp|P55084|ECHB_HUMAN,13282852579.144829,88.56189468505366,36040.2011840339,prostate
sp|P30041|PRDX6_HUMAN,13143450122.375,88.54667370610271,35661.96220580256,prostate
sp|O75947|ATP5H_HUMAN,13050279455.5,88.53641037757988,35409.16337673947,prostate
sp|P07954|FUMH_HUMAN,12703902640.90625,88.4976014381661,34469.343408922934,prostate
sp|CONTAMINANT_P07339|CONTAMINANT_CATD_HUMAN;sp|P07339|CATD_HUMAN,12511375345.173914,88.47557006712543,33946.961455929966,prostate
sp|Q99623|PHB2_HUMAN,12381156374.23077,88.46047574249285,33593.63991729169,prostate
sp|P38117|ETFB_HUMAN,12291601286.625,88.45000255178147,33350.651195167855,prostate
sp|P09110|THIK_HUMAN,12270140779.15,88.44748147852006,33292.42266313364,prostate
sp|P84103|SRSF3_HUMAN,12201606066.777779,88.43940073554828,33106.468267625045,prostate
sp|O43707|ACTN4_HUMAN,12105848080.267742,88.42803382841812,32846.64929589164,prostate
sp|P59665|DEF1_HUMAN;sp|P59666|DEF3_HUMAN,12080686866.833334,88.42503216067044,32778.379683712534,prostate
sp|Q13642|FHL1_HUMAN,12015198436.083334,88.4171901523176,32600.690726811637,prostate
sp|Q9UJM8|HAOX1_HUMAN,11868891735.826086,88.39951490577485,32203.718549304955,prostate
sp|Q15084|PDIA6_HUMAN,11816153459.11111,88.39309014488472,32060.624429154046,prostate
sp|P35579|MYH9_HUMAN,11769751564.122307,88.38741354522989,31934.722735918167,prostate
sp|P10606|COX5B_HUMAN,11707809358.4,88.37980083616998,31766.655707942577,prostate
sp|O95954|FTCD_HUMAN,11641389614.22857,88.37159295768032,31586.439829744188,prostate
sp|P09525|ANXA4_HUMAN,11332426073.869566,88.33278642688893,30748.13284058487,prostate
sp|Q02338|BDH_HUMAN,10958341617.272728,88.28435916122137,29733.134067148356,prostate
sp|P42766|RL35_HUMAN,10867422473.4,88.27233948061199,29486.444267865485,prostate
sp|P06899|H2B1J_HUMAN,10802865470.627272,88.26374371635472,29311.28254308504,prostate
sp|P84077|ARF1_HUMAN,10753374360.363636,88.25711911898887,29176.99891988778,prostate
sp|P62244|RS15A_HUMAN,10728379450.5,88.25376184666388,29109.18053714998,prostate
sp|P11310|ACADM_HUMAN,10700638333.045454,88.25002653827578,29033.91090299764,prostate
sp|P14550|AK1A1_HUMAN,10626608035.12,88.24001084559727,28833.04540253003,prostate
sp|P20674|COX5A_HUMAN,10623984529.153847,88.23965462785371,28825.927075930813,prostate
sp|P62851|RS25_HUMAN,10560571344.333334,88.23101756592416,28653.868858388,prostate
sp|Q02252|MMSA_HUMAN,10507798116.029411,88.22379006460828,28510.679904518965,prostate
sp|CONTAMINANT_P06396|CONTAMINANT_GELS_HUMAN;sp|P06396|GELS_HUMAN,10436859753.348837,88.21401737545523,28318.203714074152,prostate
sp|Q07021|C1QBP_HUMAN,10284418053.5,88.19278983782853,27904.585517331212,prostate
sp|P34931|HS71L_HUMAN,10240979892.95,88.18668344100901,27786.725288441496,prostate
sp|Q9H299|SH3L3_HUMAN,10039608220.6,88.1580326484914,27240.345996718104,prostate
sp|P48047|ATPO_HUMAN,9735036280.785715,88.11358793767589,26413.954683518346,prostate
sp|P30050|RL12_HUMAN,9600745918.09091,88.09354808064384,26049.58628751607,prostate
sp|Q68CK6|ACS2B_HUMAN,9596296757.11111,88.09287935445458,26037.514433533153,prostate
sp|Q96KP4|CNDP2_HUMAN,9591826866.533333,88.0922072002395,26025.386334185976,prostate
sp|P49327|FAS_HUMAN,9576844111.103521,88.08995190028838,25984.733807421555,prostate
sp|P00505|AATM_HUMAN,9524659179.096775,88.08206905161632,25843.141070688842,prostate
sp|CONTAMINANT_P02788|trFL_HUMAN;sp|P02788|TRFL_HUMAN,9495084001.9,88.07758234583288,25762.895104705694,prostate
sp|P25311|ZA2G_HUMAN,9327868358.789474,88.05194901043728,25309.19094869609,prostate
sp|Q99798|ACON_HUMAN,9123098337.666666,88.01992544999726,24753.590958878234,prostate
sp|P13073|COX41_HUMAN,9092739539.0,88.01511660956598,24671.218802360436,prostate
sp|P11766|ADHX_HUMAN,9053276942.0,88.00884166952004,24564.145421349076,prostate
sp|P50914|RL14_HUMAN,8965562037.491667,87.99479560834044,24326.149645480713,prostate
sp|P33121|ACSL1_HUMAN,8961924821.928572,87.99421020638547,24316.280833050358,prostate
sp|Q15746|MYLK_HUMAN,8929231695.492373,87.98893762785393,24227.5749735917,prostate
sp|P42126|ECI1_HUMAN,8886378391.0,87.98199715612016,24111.301627478482,prostate
sp|P37802|TAGL2_HUMAN,8875173309.692308,87.9801768740128,24080.899017631957,prostate
sp|Q9Y2Q3|GSTK1_HUMAN,8777123943.875,87.9641498621671,23814.862874494225,prostate
sp|P21397|AOFA_HUMAN,8684817896.30303,87.94889718079789,23564.410006394188,prostate
sp|P08238|HS90B_HUMAN,8676124375.292683,87.94745231674597,23540.821982335074,prostate
sp|P24539|AT5F1_HUMAN,8587336202.235294,87.93261225778542,23299.914120060424,prostate
sp|P00480|OTC_HUMAN,8566726956.26087,87.9291456888455,23243.995305427514,prostate
sp|P07195|LDHB_HUMAN,8514338370.619047,87.9202960078389,23101.849997781566,prostate
sp|Q9P1F3|ABRAL_HUMAN,8496678830.75,87.91730061497742,23053.934584589584,prostate
sp|P62424|RL7A_HUMAN,8460435808.384615,87.91113356246095,22955.596835993565,prostate
sp|P08708|RS17_HUMAN,8397141629.566667,87.90029990295876,22783.86151597965,prostate
sp|P27635|RL10_HUMAN,8338462460.916667,87.89018296997277,22624.648046519163,prostate
sp|P01591|IGJ_HUMAN,8251118411.7,87.87499126718173,22387.65850777059,prostate
sp|Q03135|CAV1_HUMAN,8245181091.416667,87.8739527624071,22371.54884937979,prostate
sp|Q15124|PGM5_HUMAN,8148925378.514286,87.85701140172098,22110.37940272334,prostate
sp|P18621|RL17_HUMAN,8081717280.483334,87.84506346522157,21928.024493655477,prostate
sp|P23526|SAHH_HUMAN,8059621230.886364,87.84111362164862,21868.07155296731,prostate
sp|P13804|ETFA_HUMAN,8013668491.043478,87.83286441172838,21743.388546886563,prostate
sp|P14927|QCR7_HUMAN,7876270487.25,87.8079142392379,21370.588226360804,prostate
sp|P34896|GLYC_HUMAN,7817487066.379311,87.79710650933632,21211.091890627038,prostate
sp|Q13162|PRDX4_HUMAN,7807522798.625,87.79526645909019,21184.05596499456,prostate
sp|O00299|CLIC1_HUMAN,7702594070.529411,87.77574597881926,20899.35413246144,prostate
sp|Q07507|DERM_HUMAN,7691475282.75,87.77366192652465,20869.185661788077,prostate
sp|P31930|QCR1_HUMAN,7691180697.76,87.77360666996756,20868.386367943465,prostate
sp|P09651|ROA1_HUMAN,7631254859.9,87.76232189091544,20705.790326187554,prostate
sp|P0DOX2|IGA2_HUMAN,7588140673.28,87.75414800654787,20588.80913179333,prostate
sp|P50053|KHK_HUMAN,7573617010.5,87.75138404960909,20549.402255491616,prostate
sp|O75452|RDH16_HUMAN,7496347537.083333,87.73658942117058,20339.747939844583,prostate
sp|P21796|VDAC1_HUMAN,7466996265.763333,87.73092959159708,20260.109494933975,prostate
sp|P22626|ROA2_HUMAN,7387025634.85,87.71539516622413,20043.126161741235,prostate
sp|CONTAMINANT_P99999|CONTAMINANT_CYC_HUMAN;sp|P99999|CYC_HUMAN,7377451396.133333,87.7135240930227,20017.14849711862,prostate
sp|Q9UIJ7|KAD3_HUMAN,7365262252.95,87.71113847788442,19984.07584423997,prostate
sp|P06737|PYGL_HUMAN,7255165911.391228,87.68941018831758,19685.352789402023,prostate
sp|P02790|HEMO_HUMAN,7248043389.222222,87.6879931739141,19666.02733725391,prostate
sp|P31949|S10AB_HUMAN,7232103650.0,87.68481693655195,19622.77823808888,prostate
sp|P02675|FIBB_HUMAN,7200441035.0,87.6784868579798,19536.868452685987,prostate
sp|P36871|PGM1_HUMAN,7189800409.802631,87.67635330378464,19507.99737468884,prostate
sp|O15061|SYNEM_HUMAN,7154202257.826042,87.66919248766527,19411.409345018885,prostate
sp|P07910|HNRPC_HUMAN,7147049503.043478,87.6677493629813,19392.00186309076,prostate
sp|P28332|ADH6_HUMAN,7095736673.35,87.65735405348119,19252.775390881125,prostate
sp|O95831|AIFM1_HUMAN,7090734759.228572,87.65633671283645,19239.203758570413,prostate
sp|P61224|RAP1B_HUMAN,7059013214.666667,87.64986810409765,19153.134080309108,prostate
