"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"13","P01344ups|IGF2_HUMAN_UPS","UPS2-UPS1",-6.69059230381233,0.352446030086231,-18.9833101600701,5,7.47511353305086e-06,0.00073762084661449,NA,0.392857142857143,0.267857142857143
"14","P01375ups|TNFA_HUMAN_UPS","UPS2-UPS1",-5.60981852358629,0.288804359775003,-19.4242861428986,6,1.20571154171856e-06,0.000159078566535492,NA,0.46875,0.46875
"15","P01579ups|IFNG_HUMAN_UPS",NA,-Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"16","P02144ups|MYG_HUMAN_UPS","UPS2-UPS1",-1.74333084275173,0.18423203626522,-9.46269106119001,6,7.92895896188917e-05,0.00523063511517126,NA,0.215,0.215
"17","P02741ups|CRP_HUMAN_UPS",NA,-Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"18","P02753ups|RETBP_HUMAN_UPS","UPS2-UPS1",-3.85837411562596,0.220847519840524,-17.4707604523344,6,2.25545911058944e-06,0.000250593378023911,NA,0.25,0.25
"19","P02787ups|TRFE_HUMAN_UPS","UPS2-UPS1",-5.08395708233035,0.0725711666146086,-70.0547795976445,6,5.69225333535428e-10,1.20163467909329e-06,NA,0.496575342465753,0.496575342465753
"20","P02788ups|TRFL_HUMAN_UPS","UPS2-UPS1",-6.20682614037462,0.199027842816954,-31.1857177997102,5,6.36432739398174e-07,0.00010334688560535,NA,0.496478873239437,0.371478873239437
"21","P04040ups|CATA_HUMAN_UPS","UPS2-UPS1",-0.87428654321786,0.0846200260527755,-10.3319105890205,6,4.80657760331127e-05,0.0033822284401967,NA,0.105769230769231,0.105769230769231
"22","P05413ups|FABPH_HUMAN_UPS","UPS2-UPS1",-7.69597769717549,0.133748677350383,-57.5405891829064,5,2.99935567493748e-08,1.58290995744825e-05,NA,0.5,0.375
"23","P06732ups|KCRM_HUMAN_UPS","UPS2-UPS1",-4.24811488506876,0.178129008597981,-23.8485293243636,6,3.56918463673139e-07,6.84958978921815e-05,NA,0.288461538461538,0.288461538461538
"24","P08263ups|GSTA1_HUMAN_UPS","UPS2-UPS1",-7.02209876503198,0.196245197295272,-35.7822706584074,5,3.20875832571232e-07,6.77368882557872e-05,NA,0.470588235294118,0.345588235294118
"25","P08758ups|ANXA5_HUMAN_UPS","UPS2-UPS1",-7.94080963646319,0.231361426752123,-34.3220983200923,5,3.94905129930123e-07,6.94703941068742e-05,NA,0.483333333333333,0.358333333333333
"26","P09211ups|GSTP1_HUMAN_UPS","UPS2-UPS1",-1.94045381320547,0.305982140971603,-6.34172245165626,4,0.0031663159464983,0.159145070548998,NA,0.514705882352941,0.264705882352941
"27","P10145ups|IL8_HUMAN_UPS","UPS2-UPS1",-7.65511163856628,0.332708854310214,-23.0084397796902,4,2.11423442086911e-05,0.00165301809720544,NA,0.416666666666667,0.166666666666667
"28","P10599ups|THIO_HUMAN_UPS","UPS2-UPS1",-6.37531405754916,0.138099281897374,-46.1647154855365,6,6.92209622954465e-09,7.30627257028438e-06,NA,0.375,0.375
"29","P10636-8ups|TAU_HUMAN_UPS","UPS2-UPS1",-8.82126077507586,0.313193032143048,-28.1655716115894,5,1.0564848307304e-06,0.000148682631844791,NA,0.504901960784314,0.379901960784314
"30","P12081ups|SYHC_HUMAN_UPS","UPS2-UPS1",-4.14154035972294,0.138175500139727,-29.973044103585,6,9.14807058993716e-08,3.28114767401318e-05,NA,0.319148936170213,0.319148936170213
"31","P15559ups|NQO1_HUMAN_UPS","UPS2-UPS1",-1.22222327541085,0.11026890421592,-11.0840248581558,6,3.2116403693383e-05,0.00242134743559755,NA,0.149038461538462,0.149038461538462
"32","P16083ups|NQO2_HUMAN_UPS","UPS2-UPS1",-3.98194992099379,0.288106838085326,-13.8210878556603,6,8.92852197331706e-06,0.000819483038507492,NA,0.295833333333333,0.295833333333333
"33","P41159ups|LEP_HUMAN_UPS","UPS2-UPS1",2.22660885393881,0.257026886517043,8.66294139150759,6,0.000130479326148958,0.00786976735715572,NA,0.158653846153846,0.158653846153846
"34","P51965ups|UB2E1_HUMAN_UPS",NA,-Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"35","P55957ups|BID_HUMAN_UPS","UPS2-UPS1",-6.22062948918978,0.146228678134871,-42.5404207200197,6,1.12906630711507e-08,7.94486324773302e-06,NA,0.443181818181818,0.443181818181818
"36","P61626ups|LYSC_HUMAN_UPS","UPS2-UPS1",-4.43027660128024,0.257816655791236,-17.1838261871941,6,2.48683149095541e-06,0.000262485063870344,NA,0.340277777777778,0.340277777777778
"37","P61769ups|B2MG_HUMAN_UPS","UPS2-UPS1",-6.98375301243915,0.366668791602233,-19.0464887451213,6,1.35428244418812e-06,0.000168170014098889,NA,0.291666666666667,0.291666666666667
"38","P62937ups|PPIA_HUMAN_UPS","UPS2-UPS1",-0.821629781029003,0.224622151352903,-3.65783061056229,6,0.0106068339153749,0.439039733242281,NA,0.0855263157894737,0.0855263157894737
"39","P62988ups|UBIQ_HUMAN_UPS","UPS2-UPS1",2.27054324550425,0.160126354231149,14.1796973796495,6,7.68719025368014e-06,0.00073762084661449,NA,0.05,0.05
"40","P63165ups|SUMO1_HUMAN_UPS","UPS2-UPS1",-1.05660668105461,0.121268150337109,-8.71297762947142,6,0.000126329043153461,0.00784354735579285,NA,0.15,0.15
"41","P63279ups|UBC9_HUMAN_UPS","UPS2-UPS1",-3.89815585656803,0.209425269060178,-18.6135888666229,6,1.55147667491029e-06,0.000181953736707535,NA,0.301136363636364,0.301136363636364
"42","P69905ups|HBA_HUMAN_UPS","UPS2-UPS1",1.79482897270379,0.199845490614994,8.98108317170671,6,0.00010652739336714,0.00681452507266762,NA,0.0583333333333333,0.0583333333333333
"43","P99999ups|CYC_HUMAN_UPS","UPS2-UPS1",-7.30227410632386,0.403060950224939,-18.1170468194665,4,5.45797721274166e-05,0.00371670641809601,NA,0.520833333333333,0.270833333333333
"44","Q06830ups|PRDX1_HUMAN_UPS","UPS2-UPS1",-0.771946276688084,0.10106337159257,-7.63823989367911,6,0.000262790939538071,0.0149932884693208,NA,0.109375,0.109375
"45","Q15843ups|NEDD8_HUMAN_UPS","UPS2-UPS1",-4.82173462325978,0.174093756192494,-27.6961950199319,6,1.46520984678489e-07,4.41865426651842e-05,NA,0.28125,0.28125
"46","sp|P00350|6PGD_ECOLI","UPS2-UPS1",0.169627787415915,0.182726479507818,0.92831530423404,6,0.3890630133561,0.888064277593942,NA,0.0558035714285714,0.0558035714285714
"47","sp|P00363|FRDA_ECOLI","UPS2-UPS1",0.0471781714765695,0.147586832586412,0.319663825354791,6,0.760060865639162,0.945853714091102,NA,0.155487804878049,0.155487804878049
"48","sp|P00370|DHE4_ECOLI","UPS2-UPS1",0.211277381020026,0.247581142272152,0.853366209885975,6,0.426206055704718,0.888064277593942,NA,0.196428571428571,0.196428571428571
"49","sp|P00393|NDH_ECOLI","UPS2-UPS1",0.103605918000546,0.119518827093113,0.866858557102728,6,0.41933094862728,0.888064277593942,NA,0.116071428571429,0.116071428571429
"50","sp|P00448|SODM_ECOLI","UPS2-UPS1",0.115561366710709,0.116287635444176,0.993754548962208,6,0.358713641191321,0.888064277593942,NA,0.128571428571429,0.128571428571429
"51","sp|P00452|RIR1_ECOLI","UPS2-UPS1",0.0665832245455681,0.133793828714291,0.497655423911611,6,0.636436768448776,0.912838129874038,NA,0.122395833333333,0.122395833333333
"52","sp|P00490|PHSM_ECOLI","UPS2-UPS1",0.0024340588256339,0.10057228659934,0.0242020829786908,6,0.981476249079009,0.996104020098936,NA,0.122881355932203,0.122881355932203
"53","sp|P00509|AAT_ECOLI","UPS2-UPS1",0.116154398884031,0.11845975630962,0.980538897787674,6,0.364687536987511,0.888064277593942,NA,0.0494791666666666,0.0494791666666667
"54","sp|P00547|KHSE_ECOLI","UPS2-UPS1",0.0342213851796766,0.245191240653754,0.139570178316452,6,0.893566739514539,0.974354985067737,NA,0.416666666666667,0.416666666666667
"55","sp|P00550|PTM3C_ECOLI","UPS2-UPS1",0.217817461039349,0.241321508789297,0.902602764801751,6,0.401517760491641,0.888064277593942,NA,0.120689655172414,0.120689655172414
"56","sp|P00561|AK1H_ECOLI","UPS2-UPS1",0.0504885203237194,0.219982008002457,0.229512044108423,6,0.826094794665158,0.961348462810446,NA,0.199074074074074,0.199074074074074
"57","sp|P00562|AK2H_ECOLI","UPS2-UPS1",0.0131481686036072,0.0982773738426835,0.133786324252559,6,0.897946163974881,0.975084543287538,NA,0.235294117647059,0.235294117647059
"58","sp|P00579|RPOD_ECOLI","UPS2-UPS1",-0.0524420508553404,0.105503915236793,-0.497062604147337,6,0.636830715969604,0.912838129874038,NA,0.1015625,0.1015625
"59","sp|P00582|DPO1_ECOLI","UPS2-UPS1",0.152216543847349,0.133165577580702,1.14306224335716,6,0.296562694154636,0.888064277593942,NA,0.104779411764706,0.104779411764706
"60","sp|P00634|PPB_ECOLI","UPS2-UPS1",0.0237888529115398,0.234886683530991,0.101277997347181,6,0.922629446851484,0.983432810387541,NA,0.263888888888889,0.263888888888889
"61","sp|P00722|BGAL_ECOLI","UPS2-UPS1",0.130699913601508,0.114984982434154,1.13666942269051,6,0.299026831721521,0.888064277593942,NA,0.235,0.235
"62","sp|P00803|LEP_ECOLI","UPS2-UPS1",-0.280221289750797,0.210029000249282,-1.33420284540804,6,0.230541177388968,0.888064277593942,NA,0.144230769230769,0.144230769230769
"63","sp|P00805|ASPG2_ECOLI","UPS2-UPS1",0.104005205933874,0.154403314148248,0.673594388226765,6,0.525652406096104,0.893497976750763,NA,0.133928571428571,0.133928571428571
"64","sp|P00811|AMPC_ECOLI","UPS2-UPS1",0.102569968988138,0.169307632032568,0.605820114289991,6,0.566830086269311,0.895925713909886,NA,0.171875,0.171875
"65","sp|P00861|DCDA_ECOLI","UPS2-UPS1",0.619835125781032,0.35441514700991,1.7488956976314,6,0.130890337140838,0.888064277593942,NA,0.291666666666667,0.291666666666667
"66","sp|P00864|CAPP_ECOLI","UPS2-UPS1",-0.0126083080216173,0.0833414048026984,-0.151285043148313,6,0.8847092295236,0.974354985067737,NA,0.145833333333333,0.145833333333333
"67","sp|P00887|AROH_ECOLI","UPS2-UPS1",0.21965058755356,0.0913384295098545,2.404799258453,6,0.0529475686922432,0.888064277593942,NA,0.1875,0.1875
"68","sp|P00893|ILVI_ECOLI","UPS2-UPS1",0.359481367823268,0.44588097291019,0.806227198879992,6,0.450875968494205,0.888064277593942,NA,0.4375,0.4375
"69","sp|P00894|ILVH_ECOLI","UPS2-UPS1",-0.438988732372093,0.305816677109387,-1.43546367883355,6,0.201165956321824,0.888064277593942,NA,0.291666666666667,0.291666666666667
"70","sp|P00895|TRPE_ECOLI","UPS2-UPS1",-0.0658594790237561,0.193449504116096,-0.340447908226384,6,0.745122652976693,0.940761914135048,NA,0.140625,0.140625
"71","sp|P00904|TRPGD_ECOLI","UPS2-UPS1",0.0184429786752475,0.239747963157452,0.076926529144839,6,0.941183058659785,0.986421488570981,NA,0.298076923076923,0.298076923076923
"72","sp|P00909|TRPC_ECOLI","UPS2-UPS1",0.0239689070160141,0.192668105461252,0.124405162746745,6,0.905057713528165,0.978779115398543,NA,0.235294117647059,0.235294117647059
"73","sp|P00926|SDHD_ECOLI","UPS2-UPS1",0.209179171604529,0.154829044182719,1.35103315213694,6,0.225404174419047,0.888064277593942,NA,0.138888888888889,0.138888888888889
"74","sp|P00934|THRC_ECOLI","UPS2-UPS1",0.0980653070494189,0.190713229797518,0.514202958827429,6,0.625493302289265,0.912838129874038,NA,0.106617647058823,0.106617647058824
"75","sp|P00935|METB_ECOLI","UPS2-UPS1",0.227535909013149,0.12244048232726,1.85833888178411,6,0.1124824640899,0.888064277593942,NA,0.208333333333333,0.208333333333333
"76","sp|P00936|CYAA_ECOLI","UPS2-UPS1",-0.214266969241325,0.107035470100468,-2.00183143999092,4,0.115873984313299,0.888064277593942,NA,0.5,0.25
"77","sp|P00944|XYLA_ECOLI","UPS2-UPS1",0.276702977067897,0.293183452702566,0.943787838355979,6,0.381712815701511,0.888064277593942,NA,0.232142857142857,0.232142857142857
"78","sp|P00946|MANA_ECOLI","UPS2-UPS1",0.167973034546835,0.218169560810725,0.769919662131794,6,0.4705639688276,0.888519364073136,NA,0.105769230769231,0.105769230769231
"79","sp|P00954|SYW_ECOLI","UPS2-UPS1",0.248449657218522,0.266376334033947,0.932701691085139,6,0.386968260530991,0.888064277593942,NA,0.085,0.085
"80","sp|P00956|SYI_ECOLI","UPS2-UPS1",0.0252188852444483,0.0960222465528612,0.26263585939499,6,0.80161646531125,0.954981782205088,NA,0.103333333333333,0.103333333333333
"81","sp|P00957|SYA_ECOLI","UPS2-UPS1",0.0689141097257334,0.125851677856404,0.547581970296528,6,0.603735781616439,0.906462471545024,NA,0.137658227848101,0.137658227848101
"82","sp|P00959|SYM_ECOLI","UPS2-UPS1",0.217403322288652,0.272829621834916,0.796846474464559,6,0.455905639383397,0.888064277593942,NA,0.179824561403509,0.179824561403509
"83","sp|P00960|SYGA_ECOLI","UPS2-UPS1",0.217183591514218,0.17143664106194,1.26684464983043,6,0.252163742596119,0.888064277593942,NA,0.0760869565217391,0.0760869565217391
"84","sp|P00961|SYGB_ECOLI","UPS2-UPS1",0.206428329096687,0.172821186282599,1.19446193801224,6,0.277370087978583,0.888064277593942,NA,0.0872093023255814,0.0872093023255814
"85","sp|P00962|SYQ_ECOLI","UPS2-UPS1",0.0688191724471657,0.122522840848906,0.561684433452149,6,0.594673888918807,0.903180739096349,NA,0.104651162790698,0.104651162790698
"86","sp|P00963|ASNA_ECOLI","UPS2-UPS1",0.04775277222373,0.190541875813906,0.250615629870087,6,0.810472565704095,0.956697839885824,NA,0.145833333333333,0.145833333333333
"87","sp|P00968|CARB_ECOLI","UPS2-UPS1",0.090396047585129,0.123819662366988,0.730062139219901,6,0.492859553767738,0.893497976750763,NA,0.133474576271186,0.133474576271186
"88","sp|P02358|RS6_ECOLI","UPS2-UPS1",0.0609457691549004,0.126592172545108,0.481433945950995,6,0.647263071289208,0.912838129874038,NA,0.146739130434783,0.146739130434783
"89","sp|P02359|RS7_ECOLI","UPS2-UPS1",0.0509870323991561,0.0586642446292419,0.869133025088693,6,0.418180141779542,0.888064277593942,NA,0.0416666666666666,0.0416666666666667
"90","sp|P02413|RL15_ECOLI","UPS2-UPS1",0.24058084800756,0.171330558218897,1.40419111750156,6,0.209851622147182,0.888064277593942,NA,0.0833333333333334,0.0833333333333333
"91","sp|P02916|MALF_ECOLI","UPS2-UPS1",-0.131285536534639,0.165796901775965,-0.791845535883655,6,0.458603274361642,0.888064277593942,NA,0.2375,0.2375
"92","sp|P02918|PBPA_ECOLI","UPS2-UPS1",0.0705633564663189,0.132912784304753,0.530899693625602,6,0.61455612806519,0.912812968563194,NA,0.2734375,0.2734375
"93","sp|P02919|PBPB_ECOLI","UPS2-UPS1",0.0736723922855427,0.101328520073143,0.727064722077877,6,0.494564924209475,0.893497976750763,NA,0.229166666666667,0.229166666666667
"94","sp|P02924|ARAF_ECOLI","UPS2-UPS1",0.142994714990825,0.105647933556506,1.3535022425625,6,0.224659284077588,0.888064277593942,NA,0.0986842105263158,0.0986842105263158
"95","sp|P02925|RBSB_ECOLI","UPS2-UPS1",-0.00292456070667778,0.050529544924939,-0.0578782316567897,6,0.955725044195787,0.991431477473673,NA,0.0493421052631579,0.0493421052631579
"96","sp|P02929|TONB_ECOLI","UPS2-UPS1",-0.200589410942061,0.132259679185162,-1.51663312793341,6,0.180147942483865,0.888064277593942,NA,0.125,0.125
"97","sp|P02930|TOLC_ECOLI","UPS2-UPS1",0.144900735151509,0.127365766873577,1.13767410748083,6,0.298638431163693,0.888064277593942,NA,0.105392156862745,0.105392156862745
"98","sp|P02931|OMPF_ECOLI","UPS2-UPS1",0.0589498720586406,0.161193587773279,0.365708542585171,6,0.727129780590061,0.934541776138216,NA,0.0806451612903226,0.0806451612903226
"99","sp|P02943|LAMB_ECOLI","UPS2-UPS1",0.285496689833396,0.295589904724171,0.965853993220123,6,0.371417491684197,0.888064277593942,NA,0.0984848484848485,0.0984848484848485
"100","sp|P03004|DNAA_ECOLI","UPS2-UPS1",-0.0702446181023176,0.179606205647358,-0.391103513651623,6,0.709231424534999,0.930597225491951,NA,0.260416666666667,0.260416666666667
"101","sp|P03018|UVRD_ECOLI","UPS2-UPS1",-0.0325859702808664,0.237660752717755,-0.137111281135953,6,0.89542807722947,0.974354985067737,NA,0.232142857142857,0.232142857142857
"102","sp|P03023|LACI_ECOLI","UPS2-UPS1",0.0550930625298284,0.141775442524581,0.388593832251847,6,0.710991457576457,0.930597225491951,NA,0.232142857142857,0.232142857142857
"103","sp|P03024|GALR_ECOLI","UPS2-UPS1",-0.0476779294264155,0.289711239307946,-0.164570520426847,6,0.874686320905141,0.974354985067737,NA,0.40625,0.40625
"104","sp|P03813|YGEA_ECOLI","UPS2-UPS1",-0.00512072087379493,0.133465602711922,-0.038367345366489,6,0.970639522630154,0.992742263697798,NA,0.305555555555556,0.305555555555556
"105","sp|P03817|MIOC_ECOLI","UPS2-UPS1",0.217842560317558,0.352799264563689,0.617468861753345,6,0.559614613605675,0.895925713909886,NA,0.175,0.175
"106","sp|P03819|KEFC_ECOLI","UPS2-UPS1",-0.202050068509457,0.244688180533388,-0.825745109833318,6,0.440538908652508,0.888064277593942,NA,0.285714285714286,0.285714285714286
"107","sp|P03841|MALM_ECOLI","UPS2-UPS1",0.175369481193872,0.197844292997982,0.886401515739759,6,0.409519651738946,0.888064277593942,NA,0.105263157894737,0.105263157894737
"108","sp|P03960|KDPB_ECOLI","UPS2-UPS1",-0.265795172506072,0.575337473539021,-0.461981332227694,6,0.660371439008987,0.914968707604067,NA,0,0
"109","sp|P04036|DAPB_ECOLI","UPS2-UPS1",0.13479540924462,0.233014379591864,0.578485368502667,6,0.583981509697586,0.899369819872814,NA,0.10625,0.10625
"110","sp|P04079|GUAA_ECOLI","UPS2-UPS1",0.275383633788063,0.237254808962229,1.1607083329211,6,0.289849975047657,0.888064277593942,NA,0.116666666666667,0.116666666666667
"111","sp|P04128|FIMA1_ECOLI","UPS2-UPS1",0.262711359648836,0.289673155250006,0.906923388955733,6,0.399403934993585,0.888064277593942,NA,0.05,0.05
"112","sp|P04335|FRSA_ECOLI","UPS2-UPS1",0.0324349191556707,0.0755282962049168,0.429440630670009,6,0.682595560631463,0.920926333571428,NA,0.16304347826087,0.16304347826087
"113","sp|P04425|GSHB_ECOLI","UPS2-UPS1",0.220279208517781,0.219399125531706,1.00401133315341,6,0.354131076766656,0.888064277593942,NA,0.113095238095238,0.113095238095238
"114","sp|P04693|TYRB_ECOLI","UPS2-UPS1",0.143816109354094,0.235205068224235,0.611449874102992,6,0.563335848873215,0.895925713909886,NA,0.15,0.15
"115","sp|P04805|SYE_ECOLI","UPS2-UPS1",0.0587477837525629,0.0700401700348392,0.838772717475424,6,0.433735524990677,0.888064277593942,NA,0.0994318181818182,0.0994318181818182
"116","sp|P04816|LIVK_ECOLI",NA,-Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"117","sp|P04825|AMPN_ECOLI","UPS2-UPS1",0.152047247340904,0.173930376075018,0.874184548852609,6,0.415632657987078,0.888064277593942,NA,0.073943661971831,0.073943661971831
"118","sp|P04846|NLPA_ECOLI","UPS2-UPS1",0.175641784533467,0.332416448012849,0.528378741736261,6,0.616200634019386,0.912812968563194,NA,0.125,0.125
"119","sp|P04951|KDSB_ECOLI","UPS2-UPS1",0.0433595222007894,0.0971582044327689,0.446277516694878,6,0.671051120061182,0.917966510073709,NA,0.198529411764706,0.198529411764706
"120","sp|P04968|ILVA_ECOLI","UPS2-UPS1",1.70412955523345,0.270965593588004,6.28909941173023,6,0.00075244287675269,0.0397101728206232,NA,0.1875,0.1875
"121","sp|P04982|RBSD_ECOLI","UPS2-UPS1",0.0227272768382061,0.159574979205913,0.142423811999243,6,0.89140752584257,0.974354985067737,NA,0.0416666666666666,0.0416666666666667
"122","sp|P04983|RBSA_ECOLI","UPS2-UPS1",0.0224354360174128,0.149215503955614,0.150355931003567,6,0.885411075829385,0.974354985067737,NA,0.09375,0.09375
"123","sp|P04994|EX7L_ECOLI","UPS2-UPS1",-0.0121676589454178,0.165721626681136,-0.0734222755900746,6,0.943856618583146,0.987354470678405,NA,0.197916666666667,0.197916666666667
"124","sp|P04995|EX1_ECOLI","UPS2-UPS1",0.13552161887368,0.177308290251216,0.764327593941992,6,0.473649140684864,0.889567024898352,NA,0.225,0.225
"125","sp|P05020|PYRC_ECOLI","UPS2-UPS1",0.126423473161963,0.116798994247971,1.08240207012022,6,0.320644667522713,0.888064277593942,NA,0.145833333333333,0.145833333333333
"126","sp|P05041|PABB_ECOLI","UPS2-UPS1",0.278101156642604,0.217452288333759,1.27890655358732,6,0.248164402442496,0.888064277593942,NA,0.160714285714286,0.160714285714286
"127","sp|P05042|FUMC_ECOLI","UPS2-UPS1",0.281839604058163,0.157300264239096,1.79173001025457,6,0.123357038944549,0.888064277593942,NA,0.116666666666667,0.116666666666667
"128","sp|P05055|PNP_ECOLI","UPS2-UPS1",0.281821162470378,0.213052761337939,1.32277638975709,6,0.234088463806801,0.888064277593942,NA,0.112980769230769,0.112980769230769
"129","sp|P05100|3MG1_ECOLI","UPS2-UPS1",-0.0462203445754875,0.21979191161777,-0.210291380766855,5,0.841741215996592,0.965846770371243,NA,0.333333333333333,0.208333333333333
"130","sp|P05194|AROD_ECOLI","UPS2-UPS1",0.167356869056231,0.133620454812091,1.25247941485892,6,0.257000740552998,0.888064277593942,NA,0.1875,0.1875
"131","sp|P05458|PTRA_ECOLI","UPS2-UPS1",0.107446523495026,0.165763107644277,0.648193225995757,6,0.540856592683014,0.895409214897498,NA,0.222222222222222,0.222222222222222
"132","sp|P05459|PDXB_ECOLI","UPS2-UPS1",0.0153648853509662,0.160040397278088,0.0960062934876875,6,0.926641928135186,0.983432810387541,NA,0.151315789473684,0.151315789473684
"133","sp|P05523|FPG_ECOLI","UPS2-UPS1",0.0981634710979801,0.235854407553259,0.41620367461572,6,0.691738404055224,0.924215044911758,NA,0.28125,0.28125
"134","sp|P05637|APAH_ECOLI","UPS2-UPS1",-0.191087872252659,0.230970506240665,-0.827325858019077,6,0.439709285238735,0.888064277593942,NA,0.196428571428571,0.196428571428571
"135","sp|P05704|MCP3_ECOLI","UPS2-UPS1",0.2868998751653,0.114089264053983,2.51469651894282,6,0.0456127660094383,0.888064277593942,NA,0.2,0.2
"136","sp|P05707|SRLD_ECOLI","UPS2-UPS1",0.365693569424011,0.287728268149521,1.27096851406333,6,0.250790053063867,0.888064277593942,NA,0.166666666666667,0.166666666666667
"137","sp|P05791|ILVD_ECOLI","UPS2-UPS1",0.107393852747657,0.215404367652946,0.498568594118237,6,0.635830192681633,0.912838129874038,NA,0.284090909090909,0.284090909090909
"138","sp|P05793|ILVC_ECOLI","UPS2-UPS1",0.133778354571017,0.126073180810723,1.06111667613005,6,0.329470431669113,0.888064277593942,NA,0.147727272727273,0.147727272727273
"139","sp|P05804|BGLR_ECOLI","UPS2-UPS1",0.205433998265572,0.207209746253671,0.991430190808087,6,0.359758658585042,0.888064277593942,NA,0.205882352941177,0.205882352941176
"140","sp|P05825|FEPA_ECOLI","UPS2-UPS1",0.0904757727612651,0.216801014827486,0.417321721640735,6,0.690963928120271,0.924110533712853,NA,0.46875,0.46875
"141","sp|P05827|ILVY_ECOLI","UPS2-UPS1",0.444736663299151,0.296959737941192,1.49763286559481,4,0.208582573856093,0.888064277593942,NA,0.5625,0.3125
"142","sp|P05852|TSAD_ECOLI","UPS2-UPS1",0.020133503619569,0.203832962157428,0.0987745230529451,6,0.924534627005993,0.983432810387541,NA,0.181818181818182,0.181818181818182
"143","sp|P06129|BTUB_ECOLI","UPS2-UPS1",0.187911074048322,0.281971399698556,0.666418914291343,6,0.529919216907606,0.893497976750763,NA,0.133333333333333,0.133333333333333
"144","sp|P06134|ADA_ECOLI","UPS2-UPS1",0.0680187941002773,0.27312565720196,0.249038463823197,4,0.815595848692831,0.957569158137671,NA,0.5,0.25
"145","sp|P06149|DLD_ECOLI","UPS2-UPS1",0.201020666490179,0.0905959790076219,2.21886963077321,6,0.0683041185744031,0.888064277593942,NA,0.127232142857143,0.127232142857143
"146","sp|P06282|CDH_ECOLI","UPS2-UPS1",0.236516673300241,0.267075587514047,0.885579530131339,6,0.409928817621566,0.888064277593942,NA,0.2,0.2
"147","sp|P06610|BTUE_ECOLI","UPS2-UPS1",0.32294764212974,0.315162201920947,1.02470296298649,6,0.345028968861741,0.888064277593942,NA,0.145833333333333,0.145833333333333
"148","sp|P06612|TOP1_ECOLI","UPS2-UPS1",0.11237852414278,0.111265765036566,1.01000091183347,6,0.351476727695232,0.888064277593942,NA,0.181372549019608,0.181372549019608
"149","sp|P06616|ERA_ECOLI","UPS2-UPS1",0.100012981344767,0.306210525891713,0.32661509937818,6,0.755051723192931,0.945793207823918,NA,0.125,0.125
"150","sp|P06709|BIRA_ECOLI","UPS2-UPS1",0.285733900427587,0.147560090683369,1.93639011133917,6,0.100945871021993,0.888064277593942,NA,0.3125,0.3125
