"","sumIntensity_1","sumIntensity_2","sumIntensity_3","sumIntensity_4","sumIntensity_5","sumIntensity_6","sumIntensity_7","sumIntensity_8","sumIntensity_9","sumIntensity_10","sumIntensity_11","sumIntensity_12","sumIntensity_13","sumIntensity_14","sumIntensity_15","sumIntensity_16","sumIntensity_17","sumIntensity_18"
"sp|Q96EU6|RRP36_HUMAN",73786519,67675162,63746268.5,64584255,61379714,61231510,56124599,54742179.5,60016403,60140680,58134264.5,57765408.5,43178838,46013550,43293756.5,41636525.5,42869835,43907376.5
"sp|Q96EV2|RBM33_HUMAN",94019440.760575,93224918.1623358,88884581.4026502,87574854.2703772,89967645.6981887,86317534.8573978,84530065.5,83665716.6666667,82022880.760575,87077938.3333333,89923870,81421466.6666667,64017255,66236526.6666667,62689626.6666667,59304666.6666667,61319923.3333333,57407532.1243394
"sp|Q96EZ8|MCRS1_HUMAN",63207649.2017356,75220825.2017356,65609019.2017356,54479920,68575894,63618180,78427550.5,157742815,84122561,72887900,76627841.5,97173970,65298890,54322715,49934705,48100965,129148895,48193710
"sp|Q96F24|NRBF2_HUMAN",27694450,23546060,21020760,19905730,16262920,17371715,4901336.5,16211200,12238020,NA,15537420,18104100,1413701,NA,-1171025,NA,-3577799,-3736710
"sp|Q96F86|EDC3_HUMAN",62400620,69803830,63503270,62310390,60621190,56092485,55189325.5,55050200,52820100,54549205,51833070,50279890,43807325,47350250,38657440,44214820,45905900,42537220
"sp|Q96FF9|CDCA5_HUMAN",52458470,66123570,74943630,70928030,78279150,78354925,101055535.5,91505630,89968180,82001665,92598280,81705330,58999055,33008100,63228230,68638060,41811410,89330130
"sp|Q96FV9|THOC1_HUMAN",101581227.735799,123348737.374185,131416266.666667,123966446.330315,130274001.112044,132428895,128352482.166667,125355158.02148,132170648.606812,125960581.733747,130263475.115873,123434999.617956,102893296.819897,92219347.7357989,99938520.6956611,97225542.7357989,109608066.666667,102711990
"sp|Q96FW1|OTUB1_HUMAN",27638850,22329050,18739770,17897660,16834380,15393205,14739415.5,14247730,13273940,13368785,14156240,15061290,5249895,2228400,3932250,1150140,2958820,-715330
"sp|Q96GA3|LTV1_HUMAN",112367935.981197,53264305.4639229,58466161.6742566,75840863.75,80695047.5,82087625.25,100112516.072174,109815387.339601,117857730.339601,117567382.006268,123367893.08121,107367006.672934,115724720.5,107907251.75,108647071,105400655.5,114791404.25,114872771.25
"sp|Q96GN5|CDA7L_HUMAN",-90234978.2838491,74741817.7161509,82659683.7161508,79416814.7161508,106380031.716151,144888180,185304754,203395655,207121215,199122965,187935930,203114765,179210955,171600570,170821315,177611095,183008120,182237640
"sp|Q96GQ7|DDX27_HUMAN",31226290,19278950.5,27806960,25131905,25249635,24418340,65573355.5,63587065,63244465,63612885,82498477.9812897,78955407.9812897,115093750,-34597805.0187103,238817037.98129,-34123349.0187103,NA,147981260
"sp|Q96GX2|A7L3B_HUMAN",118140350,105523490,155017190,142739570,149593790,134195295,120557475.5,148626700,133839560,141710815,132474740,149198670,106632825,91647980,37891700,1191729880,1270805610,1250140400
"sp|Q96GX5|GWL_HUMAN",39925730.4952062,46245860.4952061,48483620,55237275,43822045,45094855,43084065.5,44607210,40442660,40432475,41679020,44744320,33094000,36171915,31711450.4952062,29401800,31568890,30398820.4952062
"sp|Q96GY0|ZC21A_HUMAN",28067340,22670965,20637520,18632265,17889030,17657785,15902070.5,13414020,14212450,14728500,15219610,13485424.9421519,6055789.94215191,3494639,NA,3321585,92926.9999999984,-648690
"sp|Q96HC4|PDLI5_HUMAN",193798782.333333,203343383.333333,255894457,255279720.666667,260502629.333333,201363054.352976,197239497.166667,198697683.333333,199052253.333333,272330431.666667,206603926.333333,259740936.666667,233631063.333333,237304073.333333,236993020,237804010,178235401.913754,266149638.093059
