,Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
106,sp|O15164|TIF1A_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.72616289,0.04357481,-16.66474009,15,4.36E-11,3.93E-10,NA,0,0
109,sp|O15173|PGRC2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.198691169,0.256525132,0.774548548,15,0.450643767,0.489155019,NA,0.37962963,0.37962963
112,sp|O15234|CASC3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.683309165,0.051354087,-13.30583811,15,1.04E-09,5.61E-09,NA,0.25,0.25
115,sp|O15347|HMGB3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.900711924,0.251901062,-3.575657505,15,0.002760073,0.003926933,NA,0.3125,0.3125
118,sp|O15371|EIF3D_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.194828735,0.476129827,0.409192461,14,0.688589771,0.721096336,NA,0.604166667,0.520833333
121,sp|O15372|EIF3H_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.201681796,0.385250169,-3.119224575,15,0.007035385,0.009478812,NA,0.25,0.25
124,sp|O15417|TNC18_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.309709514,0.227358716,-1.362206469,15,0.193239057,0.221507653,NA,0.319444444,0.319444444
127,sp|O15427|MOT4_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.668222515,0.088905227,-7.516121758,15,1.84E-06,4.35E-06,NA,0.319444444,0.319444444
130,sp|O15446|RPA34_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.192806246,0.423163796,-0.455630297,15,0.655182116,0.690242028,NA,0.44047619,0.44047619
133,sp|O15534|PER1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.491013578,0.098616744,-4.979008214,15,0.000164948,0.000276083,NA,0.083333333,0.083333333
136,sp|O43159|RRP8_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.700726514,0.101091661,-6.931595613,15,4.80E-06,1.03E-05,NA,0.30952381,0.30952381
139,sp|O43164|PJA2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.067787725,0.474794139,-2.248948833,15,0.039968626,0.049684756,NA,0.25,0.25
142,sp|O43166|SI1L1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.548471268,0.049838261,-11.0050242,15,1.40E-08,5.34E-08,NA,0.1875,0.1875
145,sp|O43294|TGFI1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.544513961,0.051142876,-10.64691707,15,2.18E-08,7.99E-08,NA,0.215277778,0.215277778
148,sp|O43314|VIP2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.733826376,0.291153418,-2.520411337,13,0.025584133,0.032339493,NA,0.527777778,0.361111111
151,sp|O43390|HNRPR_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.963595087,0.1866367,-5.162945384,15,0.000115679,0.000199701,NA,0.35,0.35
154,sp|O43395|PRPF3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.7312963,0.050545081,-14.46819924,15,3.23E-10,2.06E-09,NA,0.347222222,0.347222222
157,sp|O43399|TPD54_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.635396442,0.03704551,-17.1517801,15,2.89E-11,2.81E-10,NA,0.25,0.25
160,sp|O43432|IF4G3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.732493923,0.063036348,-11.62018344,15,6.70E-09,2.84E-08,NA,0.240740741,0.240740741
163,sp|O43491|E41L2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.637755419,0.039908976,-15.98025018,15,7.92E-11,6.36E-10,NA,0.236111111,0.236111111
166,sp|O43493|TGON2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.531397491,0.178096899,-2.983754886,15,0.009274414,0.012305983,NA,0.46875,0.46875
169,sp|O43583|DENR_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.586619216,0.107068891,-5.478895021,15,6.35E-05,0.000113943,NA,0.216666667,0.216666667
172,sp|O43663|PRC1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.407586423,0.327963904,-4.291894335,15,0.000642192,0.00098104,NA,0.25,0.25
175,sp|O43683|BUB1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.525760535,0.122626998,-4.287477829,15,0.000647925,0.000988839,NA,0.3125,0.3125
178,sp|O43707|ACTN4_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.864455281,0.085914042,-10.06186259,15,4.61E-08,1.58E-07,NA,0.371212121,0.371212121
181,sp|O43719|HTSF1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.334653195,0.015686233,-21.33419742,15,1.24E-12,2.01E-11,NA,0.164351852,0.164351852
184,sp|O43768|ENSA_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.228689811,0.104235123,-11.78767556,15,5.52E-09,2.39E-08,NA,0.3,0.3
187,sp|O43815|STRN_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,1.040765904,0.332106326,3.133833422,15,0.006828403,0.009223614,NA,0.476190476,0.476190476
190,sp|O43852|CALU_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.568434344,0.380652157,-4.120387376,13,0.001206204,0.001787179,NA,0.472222222,0.388888889
193,sp|O43933|PEX1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.374441843,0.3059203,1.223984951,14,0.24115777,0.272274902,NA,0.375,0.375
196,sp|O60264|SMCA5_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.33366158,0.157140162,-2.123337384,15,0.050772157,0.062182074,NA,0.307692308,0.307692308
199,sp|O60271|JIP4_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.742240595,0.063747289,-11.64348489,15,6.52E-09,2.78E-08,NA,0.362318841,0.362318841
202,sp|O60292|SI1L3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.191340149,0.19850404,-0.9639106,15,0.350374308,0.387527764,NA,0.5,0.5
205,sp|O60293|ZC3H1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.537158226,0.149975018,-3.581651339,15,0.002726349,0.003885972,NA,0.316666667,0.316666667
208,sp|O60303|KATIP_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.902896129,0.200559492,-4.501886793,15,0.000421709,0.00066023,NA,0.25,0.25
211,sp|O60315|ZEB2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.950915439,0.111260076,-8.546780436,14,6.29E-07,1.64E-06,NA,0.291666667,0.208333333
214,sp|O60437|PEPL_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.014099016,0.164115239,-0.085909245,12,0.932955333,0.940720006,NA,0.666666667,0.5
217,sp|O60502|OGA_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.238000878,0.268008337,-0.888035353,14,0.38952407,0.427526418,NA,0.538461538,0.455128205
220,sp|O60503|ADCY9_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.961399455,0.318512593,-3.018403281,12,0.010694606,0.01407185,NA,0.652777778,0.402777778
223,sp|O60506|HNRPQ_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.15642677,0.219753164,-5.262389614,15,9.57E-05,0.00016721,NA,0.45,0.45
226,sp|O60524|NEMF_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.243297203,0.380332527,0.639696019,15,0.532019576,0.570346671,NA,0.369047619,0.369047619
229,sp|O60551|NMT2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.613671277,0.084192613,-7.288896954,15,2.66E-06,6.09E-06,NA,0.416666667,0.416666667
232,sp|O60610|DIAP1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.646598678,0.08773199,7.370158542,11,1.41E-05,2.79E-05,NA,0.555555556,0.222222222
235,sp|O60664|PLIN3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.470709227,0.417599428,1.127178812,14,0.278615989,0.312105393,NA,0.638888889,0.555555556
238,sp|O60669|MOT2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.83731179,0.200269569,-4.180923718,14,0.000924205,0.001388954,NA,0.520833333,0.4375
241,sp|O60716|CTND1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.480965277,0.558623965,0.860982176,7,0.417760263,0.456608198,NA,0.791666667,0.208333333
244,sp|O60832|DKC1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.205811254,0.122937097,1.674118381,15,0.114825495,0.134461081,NA,0.229166667,0.229166667
247,sp|O60841|IF2P_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.200065707,0.133738306,-1.495949165,15,0.15540872,0.179712727,NA,0.286036036,0.286036036
250,sp|O60885|BRD4_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.214821267,0.069837977,-3.075994965,15,0.007684842,0.010318522,NA,0.287878788,0.287878788
253,sp|O60890|OPHN1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.55824144,0.446651081,1.24983788,15,0.230508176,0.260812053,NA,0.388888889,0.388888889
256,sp|O60934|NBN_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.855664637,0.066903722,-12.78949222,15,1.80E-09,9.03E-09,NA,0.380952381,0.380952381
259,sp|O75044|SRGP2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.285859267,0.15710865,-1.8195005,13,0.091932464,0.10944341,NA,0.5,0.333333333
262,sp|O75113|N4BP1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.720309755,0.174872229,-4.119063143,15,0.000910399,0.001369511,NA,0.291666667,0.291666667
265,sp|O75116|ROCK2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.710067034,0.196134289,-3.620310546,12,0.003512566,0.004925405,NA,0.458333333,0.208333333
268,sp|O75128|COBL_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.841392954,0.117144588,-7.182516666,15,3.16E-06,7.14E-06,NA,0.392857143,0.392857143
271,sp|O75151|PHF2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.382199803,0.239904784,-1.593131229,15,0.131980677,0.153749679,NA,0.338235294,0.338235294
274,sp|O75152|ZC11A_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.287236215,0.170640403,-1.683283733,15,0.113011191,0.132434989,NA,0.488095238,0.488095238
277,sp|O75179|ANR17_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.532039258,0.142744467,-3.727214571,15,0.002023142,0.002928722,NA,0.472222222,0.472222222
280,sp|O75351|VPS4B_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.838301088,0.079939478,-10.48669709,15,2.66E-08,9.60E-08,NA,0.229166667,0.229166667
283,sp|O75362|ZN217_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.734019388,0.060546357,-12.12326274,15,3.76E-09,1.73E-08,NA,0.05,0.05
286,sp|O75367|H2AY_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.252432718,0.181404253,-1.391547961,15,0.184353058,0.211784148,NA,0.361111111,0.361111111
289,sp|O75369|FLNB_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.786510512,0.104743641,-7.508909417,15,1.86E-06,4.39E-06,NA,0.303571429,0.303571429
292,sp|O75376|NCOR1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.859323116,0.061279164,-14.02308808,15,5.00E-10,3.03E-09,NA,0.25,0.25
295,sp|O75400|PR40A_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.190076494,0.088428881,-2.149484315,15,0.048322053,0.059505265,NA,0.25,0.25
298,sp|O75410|TACC1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.565044249,0.265388397,-2.129121903,15,0.050220441,0.061634065,NA,0.675,0.675
301,sp|O75420|GGYF1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-3.151949354,0.656637285,-4.80013765,13,0.000346756,0.000548333,NA,0.625,0.458333333
304,sp|O75475|PSIP1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.728953716,0.055937423,-13.03159281,15,1.39E-09,7.22E-09,NA,0.347701149,0.347701149
307,sp|O75533|SF3B1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.238430401,0.064657526,-3.687589293,15,0.002194164,0.003161765,NA,0.463963964,0.463963964
310,sp|O75592|MYCB2_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.551411896,0.080547487,-6.845798906,15,5.55E-06,1.18E-05,NA,0.392156863,0.392156863
313,sp|O75643|U520_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,0.111029366,0.24436652,0.454355883,15,0.656078296,0.690724142,NA,0.479166667,0.479166667
316,sp|O75665|OFD1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.52441453,0.085614897,-6.125271963,15,1.94E-05,3.73E-05,NA,0.283333333,0.283333333
319,sp|O75683|SURF6_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.795792055,0.131618451,-6.046204359,15,2.24E-05,4.28E-05,NA,0.416666667,0.416666667
322,sp|O75691|UTP20_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.421399738,0.121365608,-3.472151168,15,0.003413112,0.004799689,NA,0.083333333,0.083333333
325,sp|O75717|WDHD1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.510653568,0.156866358,-3.25534152,15,0.005324704,0.007311603,NA,0.583333333,0.583333333
328,sp|O75781|PALM_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.974124337,0.096510854,-10.09341745,15,4.42E-08,1.52E-07,NA,0.348484848,0.348484848
331,sp|O75821|EIF3G_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.109610563,0.335246652,-3.309833389,15,0.004761915,0.006573195,NA,0.316666667,0.316666667
334,sp|O75822|EIF3J_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.568931049,0.048662157,-11.69144746,15,6.17E-09,2.65E-08,NA,0.116666667,0.116666667
337,sp|O75909|CCNK_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-1.017541276,0.257426446,-3.952745686,15,0.00127636,0.001878753,NA,0.291666667,0.291666667
340,sp|O75962|TRIO_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.699557362,0.066694777,-10.48893773,15,2.66E-08,9.60E-08,NA,0.192708333,0.192708333
343,sp|O75970|MPDZ_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.347841914,0.183150524,-1.899213315,15,0.076941065,0.092279375,NA,0.319444444,0.319444444
346,sp|O76003|GLRX3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.794095937,0.082696686,-9.602512164,15,8.50E-08,2.70E-07,NA,0,0
349,sp|O76021|RL1D1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.613189626,0.035532337,-17.25722776,15,2.64E-11,2.60E-10,NA,0.285087719,0.285087719
352,sp|O76094|SRP72_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.400709503,0.214706682,-1.866311281,15,0.081671762,0.097523142,NA,0.520833333,0.520833333
355,sp|O94782|UBP1_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.480533424,0.056422625,-8.516679709,15,3.95E-07,1.08E-06,NA,0.152777778,0.152777778
358,sp|O94804|STK10_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.72091053,0.105574739,-6.828437732,15,5.71E-06,1.21E-05,NA,0.316666667,0.316666667
361,sp|O94806|KPCD3_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.546358718,0.179094332,-3.050675649,15,0.008092308,0.010819512,NA,0.347222222,0.347222222
364,sp|O94854|K0754_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.460281604,0.354587814,-1.298075079,15,0.213867076,0.243557949,NA,0.666666667,0.666666667
367,sp|O94880|PHF14_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.480857337,0.15083887,-3.187887418,15,0.006113577,0.008322285,NA,0.354166667,0.354166667
370,sp|O94906|PRP6_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.835726289,0.173708043,-4.81109726,15,0.000228854,0.000372745,NA,0.486111111,0.486111111
373,sp|O94913|PCF11_HUMAN,SP=Yeast;CT=Mixture;QY=10-SP=Yeast;CT=Mixture;QY=1,-0.689024981,0.064533637,-10.67698974,15,2.10E-08,7.72E-08,NA,0.3,0.3
