"","BaP_BP1","BaP_BP2","BaP_BP3","BaP_BP4","BaP_BP5","BaP_BP6","DMSO_BP1","DMSO_BP2","DMSO_BP3","DMSO_BP4","DMSO_BP5","DMSO_BP6"
"sp|Q8NE62|CHDH_HUMAN",67366852.4138388,59443157.3715027,45217890.6208934,53494781.5656863,28311545.7987337,43361711.2761346,34690691.4320417,34140114.5283236,39408374.7919937,33077229.8769489,67787951.0222125,35296681.3300999
"sp|Q8NE71|ABCF1_HUMAN",43227160.7195005,57755293.8563202,43415084.822206,37646446.1334581,35310965.1254519,43831322.7301585,62758409.2165858,62937714.3039846,43480861.7214973,60414279.474,54518493.7156642,52989021.9444576
"sp|Q8NE86|MCU_HUMAN",18313916.1179888,11540404.6210162,21834950.911357,4655365.0399265,10771830.3511378,2416526.94548253,NA,1343441.1613618,11301523.2118487,10419486.7432226,49348770.867,8186001.09778043
"sp|Q8NEB9|PK3C3_HUMAN",3392607.6709499,2261968.46583971,4240089.35762585,1712127.70154836,2257941.84181965,1721601.07806594,6299683.90101748,8752533.9913137,2537730.33036402,5101884.62199653,3357118.13810494,4724563.6560494
"sp|Q8NEC7|GSTCD_HUMAN",3540815.85882817,1278427.89730148,2585918.77480382,NA,4371549.31753785,3045726.6309094,2001283.37273126,3350905.94549234,2683353.03701368,3182808.51116367,2913385.57121807,5622398.51369148
"sp|Q8NEJ9|NGDN_HUMAN",65285544.7507321,64695295.4420515,68054766.4617531,67555356.632649,69221243.5247142,63927311.2867671,77097754.998425,72072820.0972433,68299200.8760388,65852491.4201891,61785501.0481042,77593719.3490212
"sp|Q8NEU8|DP13B_HUMAN",NA,NA,755918.774760557,NA,NA,1756440.36908496,710107.705412115,NA,NA,9465383.44231324,NA,NA
"sp|Q8NEY8|PPHLN_HUMAN",33937750.8844443,20539426.0767122,23664022.5203451,23288027.3977038,20387849.090184,26392543.0486564,NA,2432602.70018738,18533778.4524112,NA,23275478.2328514,28987895.6897746
"sp|Q8NEZ2|VP37A_HUMAN",NA,2912393.0031104,NA,2279473.069792,2986220.59596507,NA,NA,NA,1848276.82425897,166207810.784645,5525188.17755043,NA
"sp|Q8NEZ5|FBX22_HUMAN",25315414.5111277,15227334.2860044,25024163.0578868,30983444.8065663,21558820.2282401,23434687.2725169,27016835.6812115,17250601.9841616,11374886.9944584,15321475.8667203,14550605.7006968,11788769.8224104
"sp|Q8NFC6|BD1L1_HUMAN",5041020.64147438,5030023.20367118,NA,3751393.43567759,5393505.29062511,2237461.71523379,6395056.13438385,11189109.2636088,6672818.37986876,5743131.69380168,9896134.27037048,14441676.0328218
"sp|Q8NFD5|ARI1B_HUMAN",12081087.9963827,9102877.26637322,20182749.2662806,NA,4875253.24678905,3395861.83509572,13634989.0274383,2946916.72476206,NA,2433272.48839156,4619070.3792477,6810884.98644788
"sp|Q8NFF5|FAD1_HUMAN",6772201.41317666,5812787.1072544,2978496.15030406,11893060.0293973,6273421.22392537,3706573.12736072,3784581.14799767,2354065.98194645,4557552.44305045,2644023.5862074,9930261.87830871,5274476.94193498
"sp|Q8NFH3|NUP43_HUMAN",43080817.0815475,129448268.018348,44165247.0903584,60301408.2154568,43058082.0355935,45710970.2365125,254944957.75024,138266066.39319,37509737.9641474,40438007.7890543,44926501.2290233,28370592.3587397
"sp|Q8NFH4|NUP37_HUMAN",37904479.107757,48539282.0946608,27385103.9556681,55385405.9627549,39672541.8172855,78391046.628833,50370166.5753228,448127401.88434,32005692.9894811,39341360.070015,38040406.1323606,42505280.1135675
"sp|Q8NFH5|NUP35_HUMAN",24515310.3046732,26046359.3709596,23552762.096548,20414368.9913618,22229350.8964055,23962201.6853182,23318493.2079897,24320883.2649069,25818658.1199537,24824783.618705,21960511.0454993,34571457.51671
"sp|Q8NFQ8|TOIP2_HUMAN",7558300.16476749,8563170.37359889,NA,5372166.95703621,10302176.4379477,17886459.8176742,NA,NA,2771228.90158349,8635583.19081585,NA,8414855.55005166
"sp|Q8NFV4|ABHDB_HUMAN",9691858.05591948,8280732.63985529,12374898.0135428,9954113.52769993,8413238.36162643,10489880.5731419,9018093.16008776,13153388.7359021,10623537.4266257,NA,6505968.50084366,9012874.04067778
"sp|Q8NFW8|NEUA_HUMAN",41386067.4891145,46099801.9050079,55746434.5877651,37954267.8686029,44553181.721021,45373207.4218718,45214974.4332327,49416898.4513965,50319714.126582,46645274.5005898,37284591.854218,60462690.3256449
"sp|Q8NHH9|ATLA2_HUMAN",8250394.21392842,10146612.1256416,1781716.54716884,6903285.40073868,8593473.84797453,7733551.07715181,4652478.04433403,1224981.70458607,4220236.8201079,8169426.55048684,7506650.11207486,4199310.54407775
"sp|Q8NHP8|PLBL2_HUMAN",74335701.715041,71345924.881302,74076857.4633101,83522278.6643607,24141839.0463293,26895643.0687483,26050157.0266278,21208783.1649357,20196759.620699,61834479.5395879,77082044.6830679,54792684.6218063
"sp|Q8NI27|THOC2_HUMAN",12591205.764911,14953839.5253946,10275946.352388,14347981.1163029,19144328.0618497,14789240.9160709,10794399.3873913,8858617.49959171,11610575.2736681,8703355.07255414,13956721.3958532,16337729.9643687
"sp|Q8NI35|INADL_HUMAN",118479230.995244,64966175.7306227,55395483.8440462,67441040.9160756,112513164.341153,116844014.784372,569788380.368158,405982120.444367,102358596.133035,373400424.350287,63219573.5123833,108541576.356556
"sp|Q8NI36|WDR36_HUMAN",26563234.1612367,29739511.794724,28006391.9420619,31908358.5766274,30599127.1619001,34320644.0135568,37789759.0425804,27061752.1503771,20822525.5355115,16959701.242155,30630220.4518743,34475843.4100577
"sp|Q8NI60|COQ8A_HUMAN",41635198.039092,46784810.9763331,35673587.2987536,38182152.2432631,45649880.4348156,46115177.4234828,44324910.254347,55065770.3786869,31793353.6380066,50923193.4694339,46029439.1788997,59204910.8035147
"sp|Q8TAF3|WDR48_HUMAN",12064375.4398434,11619129.0978487,15141349.6995638,17940150.5287642,17431801.0834722,6884371.16529913,13402020.255192,14509398.9348049,9573320.05302735,14486901.6312867,13972281.458213,11900146.0439937
"sp|Q8TAQ2|SMRC2_HUMAN",80538145.4940204,63673107.0073696,52119181.246203,37003239.9893608,64230447.3299272,81318699.8185589,38051233.7744007,70038940.5529679,35127049.2009701,68982928.7224205,70269079.3338827,29943251.0764549
"sp|Q8TAT6|NPL4_HUMAN",78061551.2152837,171706524.872651,65976324.4432434,106951205.602594,89630454.4389934,106291382.761705,79726444.3415534,65986114.4130944,53171004.773257,58889824.2296522,81046354.00225,68905230.290965
"sp|Q8TB22|SPT20_HUMAN",22913127.9810932,31011473.9161977,26930665.7423559,31044719.7209921,16926456.286599,22778156.1932494,14154133.8947688,18170011.6500729,17691679.3745135,18079158.4663188,23670668.1782011,22831918.831468
"sp|Q8TB37|NUBPL_HUMAN",31976039.1846768,35651786.6578429,26166128.1196226,27712250.1941712,38290519.4970096,31347590.1500995,30590262.2868755,40227630.2615366,36017667.7322968,37191087.9647892,30118801.2955207,38084120.9711621
